"scientificName","dataFrom","continent","n"
"Lasioglossum picaninum (Cockerell, 1945)","litEstimate","Africa",1
"Lasioglossum pinnatum (Vachal, 1910)","litEstimate","Africa",1
"Lasioglossum platyaspis (Cockerell, 1945)","litEstimate","Africa",66
"Lasioglossum pulchripes (Cockerell, 1937)","litEstimate","Africa",1
"Lasioglossum rufimentis (Cockerell, 1937)","litEstimate","Africa",7
"Lasioglossum ruwenzicum (Cockerell, 1945)","litEstimate","Africa",71
"Lasioglossum ruwenzoriellum (Cockerell, 1945)","litEstimate","Africa",1
"Lasioglossum saegeri Pauly, 1981","litEstimate","Africa",2
"Lasioglossum schubotzi (Strand, 1911)","litEstimate","Africa",3
"Lasioglossum shanganiense (Cockerell, 1937)","litEstimate","Africa",10
"Lasioglossum subaenescens (Pérez, 1895)","litEstimate","Africa",1
"Lasioglossum synavei (Pauly, 1984)","litEstimate","Africa",15
"Lasioglossum tenkeanum (Cockerell, 1937)","litEstimate","Africa",3
"Lasioglossum uvirense (Cockerell, 1937)","litEstimate","Africa",2
"Lipotriches ablusa (Cockerell, 1931)","litEstimate","Africa",22
"Lipotriches alberti (Cockerell, 1942)","litEstimate","Africa",1
"Lipotriches garambensis Pauly, 2014","litEstimate","Africa",398
"Lipotriches gongeti Pauly, 2014","litEstimate","Africa",4
"Lipotriches jadotvillensis Pauly, 2014","litEstimate","Africa",4
"Lipotriches odontostoma (Cockerell, 1941)","litEstimate","Africa",4
"Lipotriches shimbaensis Pauly, 2014","litEstimate","Africa",29
"Lipotriches smaragdula (Pauly, 1984)","litEstimate","Africa",2
"Lipotriches subaurata Pauly, 2014","litEstimate","Africa",19
"Lipotriches tenthrediniformis Pauly, 2014","litEstimate","Africa",250
"Lipotriches usambarae Pauly, 2014","litEstimate","Africa",2
"Macronomia clavisetis (Vachal, 1910)","litEstimate","Africa",1
"Macronomia kabindana (Strand, 1921)","litEstimate","Africa",15
"Megachile akamiella Pasteels, 1965","litEstimate","Africa",7
"Megachile alternans Friese, 1922","litEstimate","Africa",1
"Megachile ambigua (Pasteels, 1965)","litEstimate","Africa",1
"Megachile apostolica Cockerell, 1937","litEstimate","Africa",20
"Megachile atroalbida Pasteels, 1965","litEstimate","Africa",5
"Megachile biloba Vachal, 1910","litEstimate","Africa",99
"Megachile bredoi Cockerell, 1935","litEstimate","Africa",2
"Megachile brochidens Vachal, 1903","litEstimate","Africa",352
"Megachile bukamensis Cockerell, 1935","litEstimate","Africa",1
"Megachile burungana Cockerell, 1931","litEstimate","Africa",2
"Megachile caricina Cockerell, 1907","litEstimate","Africa",20
"Megachile cupreohirta Cockerell, 1933","litEstimate","Africa",2
"Megachile dolichognatha Cockerell, 1931","litEstimate","Africa",3
"Megachile exsecta Pasteels, 1965","litEstimate","Africa",24
"Megachile gastracantha Cockerell, 1931","litEstimate","Africa",77
"Megachile gibbidens Vachal, 1910","litEstimate","Africa",1
"Megachile giraudi Gerstäcker, 1869","litEstimate","Africa",2
"Megachile globiceps (Pasteels, 1970)","litEstimate","Africa",10
"Megachile harrarensis Friese, 1915","litEstimate","Africa",7
"Megachile ikuthaensis Friese, 1903","litEstimate","Africa",1
"Megachile ituriana Cockerell, 1935","litEstimate","Africa",34
"Megachile ituriella Pasteels, 1965","litEstimate","Africa",13
"Megachile junodi Friese, 1904","litEstimate","Africa",83
"Megachile leucopsis Schletterer, 1891","litEstimate","Africa",291
"Megachile luteoalba Pasteels, 1973","litEstimate","Africa",1
"Megachile michaelis Cockerell, 1931","litEstimate","Africa",9
"Megachile niveicauda Cockerell, 1931","litEstimate","Africa",1
"Megachile ornaticoxis Cockerell, 1935","litEstimate","Africa",4
"Megachile ornithica Cockerell, 1937","litEstimate","Africa",33
"Megachile panda Cockerell, 1931","litEstimate","Africa",161
"Megachile parabukamensis (Pasteels, 1965)","litEstimate","Africa",26
"Megachile paracantha (Pasteels, 1965)","litEstimate","Africa",1
"Megachile paupera Pasteels, 1965","litEstimate","Africa",98
"Megachile perfimbriata Cockerell, 1931","litEstimate","Africa",1
"Megachile pinguicula Pasteels, 1965","litEstimate","Africa",1
"Megachile platystoma Pasteels, 1965","litEstimate","Africa",4
"Megachile punctolineata Cockerell, 1935","litEstimate","Africa",48
"Megachile quadraticauda (Pasteels, 1965)","litEstimate","Africa",7
"Megachile selenostoma Cockerell, 1931","litEstimate","Africa",4
"Megachile semibarbata Cockerell, 1937","litEstimate","Africa",2
"Megachile silverlocki Meade-Waldo, 1913","litEstimate","Africa",22
"Megachile stefenellii Friese, 1903","litEstimate","Africa",1
"Megachile trapezicauda Pasteels, 1965","litEstimate","Africa",32
"Megachile trichroma Friese, 1922","litEstimate","Africa",1
"Melecta fulgida Lieftinck, 1980","litEstimate","Africa",9
"Melecta mundula Lieftinck, 1983","litEstimate","Africa",1
"Melitta melanura (Nylander, 1852)","litEstimate","Africa",44
"Nomada cherkesiana Mavromoustakis, 1955","litEstimate","Africa",1
"Nomada mocsaryi Schmiedeknecht, 1882","litEstimate","Africa",1
"Nomada oculata Friese, 1921","litEstimate","Africa",300
"Nomada trispinosa Schmiedeknecht, 1882","litEstimate","Africa",21
"Nomia garambensis (Pauly, 2000)","litEstimate","Africa",8
"Nomia kinduna Strand, 1921","litEstimate","Africa",14
"Nomia nigrociliata Cockerell, 1932","litEstimate","Africa",14
"Nomia rufosuffusa Cockerell, 1935","litEstimate","Africa",8
"Noteriades chapini (Cockerell, 1933)","litEstimate","Africa",1
"Noteriades tricarinata (Bingham, 1903)","litEstimate","Africa",5
"Osmia amathusica Mavromoustakis, 1937","litEstimate","Africa",170
"Osmia andrenoides Spinola, 1808","litEstimate","Africa",1
"Osmia dimidiata Morawitz, 1870","litEstimate","Africa",22
"Osmia dives Mocsáry, 1877","litEstimate","Africa",7
"Osmia dlabolae Tkalců, 1978","litEstimate","Africa",6
"Osmia jason Benoist, 1929","litEstimate","Africa",199
"Osmia mirhiji Mavromoustakis, 1957","litEstimate","Africa",1
"Osmia moreensis van der Zanden, 1984","litEstimate","Africa",2
"Osmia mustelina Gerstäcker, 1869","litEstimate","Africa",31
"Osmia nana Morawitz, 1874","litEstimate","Africa",3
"Osmia padri (Tkalců, 1974)","litEstimate","Africa",5
"Osmia saxicola Ducke, 1899","litEstimate","Africa",2
"Pasites tropica (Cockerell, 1933)","litEstimate","Africa",2
"Patellapis albofilosa (Cockerell, 1937)","litEstimate","Africa",1
"Patellapis albolineola (Meade-Waldo, 1916)","litEstimate","Africa",1
"Patellapis alopex (Cockerell, 1937)","litEstimate","Africa",3
"Patellapis benoiti (Pauly, 1989)","litEstimate","Africa",45
"Patellapis bogoroensis (Cockerell, 1945)","litEstimate","Africa",1
"Patellapis fuliginosa (Cockerell, 1937)","litEstimate","Africa",2
"Patellapis gabonensis (Pauly, 1989)","litEstimate","Africa",24
"Patellapis gowdeyi (Cockerell, 1937)","litEstimate","Africa",1
"Patellapis heterozonia (Cockerell, 1937)","litEstimate","Africa",1
"Patellapis kahuziensis Kuhlmann and Pauly, 2010","litEstimate","Africa",1
"Patellapis katangensis (Cockerell, 1934)","litEstimate","Africa",48
"Patellapis kivuensis (Pauly, 1989)","litEstimate","Africa",2
"Patellapis macrozonops (Cockerell, 1946)","litEstimate","Africa",1
"Patellapis patricia (Strand, 1911)","litEstimate","Africa",1
"Patellapis pulchrihirta (Cockerell, 1933)","litEstimate","Africa",10
"Patellapis retigera (Cockerell, 1940)","litEstimate","Africa",2
"Patellapis rutshuruensis Kuhlmann and Pauly, 2010","litEstimate","Africa",1
"Patellapis ruwensorensis (Strand, 1911)","litEstimate","Africa",1
"Patellapis stanleyi (Cockerell, 1945)","litEstimate","Africa",9
"Patellapis striata (Pauly, 1989)","litEstimate","Africa",11
"Patellapis subpatricia (Strand, 1911)","litEstimate","Africa",1
"Patellapis tecta (Pauly, 1989)","litEstimate","Africa",1
"Patellapis territa (Cockerell, 1937)","litEstimate","Africa",39
"Patellapis tinctula (Cockerell, 1937)","litEstimate","Africa",3
"Patellapis trifilosa (Cockerell, 1945)","litEstimate","Africa",8
"Patellapis tshibindica (Cockerell, 1939)","litEstimate","Africa",7
"Patellapis unifasciata (Cockerell, 1937)","litEstimate","Africa",73
"Patellapis upembae Kuhlmann and Pauly, 2010","litEstimate","Africa",2
"Patellapis upembensis (Pauly, 1989)","litEstimate","Africa",1
"Protosmia longiceps (Friese, 1899)","litEstimate","Africa",1
"Protosmia tiflensis (Morawitz, 1876)","litEstimate","Africa",1
"Pseudapis valga (Gerstäcker, 1872)","litEstimate","Africa",2
"Sphecodes centralis Cockerell, 1938","litEstimate","Africa",7
"Sphecodes congoensis (Benoit, 1950)","litEstimate","Africa",6
"Sphecodes cristatus von Hagens, 1882","litEstimate","Africa",2
"Sphecodes diremptus Cockerell, 1932","litEstimate","Africa",1
"Sphecodes guineensis Vachal, 1903","litEstimate","Africa",1
"Sphecodes ituriensis Blüthgen, 1928","litEstimate","Africa",9
"Sphecodes punctiscutum Eardley and R. P. Urban, 2006","litEstimate","Africa",54
"Sphecodes reticulatus Thomson, 1870","litEstimate","Africa",2
"Sphecodes rufoantennatus Benoit, 1950","litEstimate","Africa",2
"Steganomus ogilviae Cockerell, 1932","litEstimate","Africa",2
"Systropha curvicornis (Scopoli, 1770)","litEstimate","Africa",411
"Tetraloniella aurantiflava Eardley, 1989","litEstimate","Africa",231
"Tetraloniella glauca (Fabricius, 1775)","litEstimate","Africa",2
"Tetraloniella sierranila Eardley, 1989","litEstimate","Africa",33
"Thrinchostoma upembae Pauly and Eardley, 2013","litEstimate","Africa",7
"Thyreus africanus (Radoszkowski, 1893)","litEstimate","Africa",11
"Thyreus picaron Lieftinck, 1968","litEstimate","Africa",40
"Thyreus stellifera (Cockerell, 1936)","litEstimate","Africa",9
"Xylocopa cloti Vachal, 1898","litEstimate","Africa",3
"Xylocopa cornigera Friese, 1909","litEstimate","Africa",2
"Xylocopa euxantha Cockerell, 1933","litEstimate","Africa",1
"Xylocopa fortissima Cockerell, 1930","litEstimate","Africa",1
"Xylocopa ganglbaueri Maidl, 1912","litEstimate","Africa",1
"Xylocopa graueri Maidl, 1912","litEstimate","Africa",10
"Xylocopa hyalinipennis Friese, 1922","litEstimate","Africa",1
"Xylocopa incandescens (Cockerell, 1932)","litEstimate","Africa",6
"Xylocopa insola Vachal, 1910","litEstimate","Africa",48
"Xylocopa lautipennis (Cockerell, 1933)","litEstimate","Africa",156
"Xylocopa nigricans Vachal, 1910","litEstimate","Africa",2
"Xylocopa nigricaula (LeVeque, 1928)","litEstimate","Africa",1
"Xylocopa pusulata Vachal, 1910","litEstimate","Africa",13
"Xylocopa subcombusta (LeVeque, 1928)","litEstimate","Africa",4
"Xylocopa tanganyikae Strand, 1911","litEstimate","Africa",8
"Xylocopa tenkeana Cockerell, 1933","litEstimate","Africa",84
"Xylocopa trochanterica Vachal, 1910","litEstimate","Africa",2
"Coelioxys maculoides Pasteels, 1968","litEstimate","Africa",2
"Lasioglossum alluaudi (Vachal, 1903)","litEstimate","Africa",2
"Lasioglossum textorium (Benoist, 1957)","litEstimate","Africa",48
"Lipotriches hyparrheniae Pauly, 2014","litEstimate","Africa",10
"Pachyanthidium nigrum Pasteels, 1984","litEstimate","Africa",1
"Patellapis ivoirensis (Pauly, 1989)","litEstimate","Africa",6
"Xylocopa caloptera Pérez, 1901","litEstimate","Africa",25
"Xylocopa cribrata Pérez, 1901","litEstimate","Africa",5
"Macronomia lactinea (Vachal, 1903)","litEstimate","Africa",29
"Nomia_sensu_lato walkeri Dalla Torre, 1896","litEstimate","Africa",82
"Pseudapis ampla (Walker, 1871)","litEstimate","Africa",12
"Pseudapis nubica (Warncke, 1976)","litEstimate","Africa",2
"Xylocopa tesselata Maa, 1970","litEstimate","Africa",2
"Afranthidium alternans (Klug, 1832)","litEstimate","Africa",4
"Afranthidium pusillum (Morawitz, 1894)","litEstimate","Africa",19
"Amegilla argophenax Engel, 2007","litEstimate","Africa",2
"Amegilla bimaculifera (Walker, 1871)","litEstimate","Africa",6
"Amegilla candidella (Priesner, 1957)","litEstimate","Africa",2
"Amegilla deceptrix (Priesner, 1957)","litEstimate","Africa",2
"Amegilla farinosa (Klug, 1845)","litEstimate","Africa",3
"Amegilla glauca (Alfken, 1926)","litEstimate","Africa",1
"Amegilla lutulenta (Klug, 1845)","litEstimate","Africa",2
"Amegilla omissa (Priesner, 1957)","litEstimate","Africa",14
"Amegilla pulverea (Walker, 1871)","litEstimate","Africa",2
"Ammobates semitorquatus (Warncke, 1983)","litEstimate","Africa",3
"Andrena aegypticola Friese, 1922","litEstimate","Africa",1
"Andrena afzeliella (Kirby, 1802)","litEstimate","Africa",8
"Andrena ardentia Pisanty, 2022","litEstimate","Africa",7
"Andrena bengasinensis Schulthess, 1924","litEstimate","Africa",13
"Andrena erberi Morawitz, 1871","litEstimate","Africa",7
"Andrena gazella Friese, 1922","litEstimate","Africa",42
"Andrena maculicornis Schwenninger, 2015","litEstimate","Africa",1
"Andrena negevana Gusenleitner and Scheuchl, 2000","litEstimate","Africa",3
"Andrena orientalis Kratochwil, 2015","litEstimate","Africa",2
"Andrena pellucida Warncke, 1974","litEstimate","Africa",7
"Andrena pesleria Gusenleitner, 1998","litEstimate","Africa",5
"Andrena pratincola Warncke, 1974","litEstimate","Africa",2
"Andrena rubecula Warncke, 1974","litEstimate","Africa",1
"Andrena spinaria Warncke, 1974","litEstimate","Africa",4
"Anthidium sudanicum Mavromoustakis, 1945","litEstimate","Africa",1
"Anthidium venustum Morawitz, 1877","litEstimate","Africa",84
"Anthophora arabica Priesner, 1957","litEstimate","Africa",12
"Anthophora atricilla Eversmann, 1846","litEstimate","Africa",4
"Anthophora caelebs Gribodo, 1924","litEstimate","Africa",9
"Anthophora concinna (Klug, 1845)","litEstimate","Africa",2
"Anthophora concolor Alfken, 1926","litEstimate","Africa",2
"Anthophora elbana Priesner, 1957","litEstimate","Africa",1
"Anthophora erubescens Morawitz, 1880","litEstimate","Africa",14
"Anthophora extricata Priesner, 1957","litEstimate","Africa",1
"Anthophora facialoides Brooks, 1988","litEstimate","Africa",2
"Anthophora fallaciosa Priesner, 1957","litEstimate","Africa",1
"Anthophora fayoumensis Priesner, 1957","litEstimate","Africa",5
"Anthophora flabellata Priesner, 1957","litEstimate","Africa",4
"Anthophora galalensis Priesner, 1957","litEstimate","Africa",2
"Anthophora hermanni Schwarz and Gusenleitner, 2003","litEstimate","Africa",14
"Anthophora inclyta Walker, 1871","litEstimate","Africa",1
"Anthophora kneuckeri Alfken, 1938","litEstimate","Africa",55
"Anthophora maculigera Priesner, 1957","litEstimate","Africa",1
"Anthophora mucida Gribodo, 1873","litEstimate","Africa",9
"Anthophora nigrilabris Spinola, 1838","litEstimate","Africa",1
"Anthophora niveiventris Friese, 1919","litEstimate","Africa",63
"Anthophora perlustrata Priesner, 1957","litEstimate","Africa",1
"Anthophora pretiosa Friese, 1919","litEstimate","Africa",3
"Anthophora saropodoides (Dalla Torre, 1896)","litEstimate","Africa",4
"Anthophora selecta Priesner, 1957","litEstimate","Africa",1
"Anthophora spinacoxa Brooks, 1988","litEstimate","Africa",7
"Anthophora superans Walker, 1871","litEstimate","Africa",3
"Anthophora torensis Priesner, 1957","litEstimate","Africa",10
"Anthophora tridentata (Friese, 1899)","litEstimate","Africa",1
"Anthophora trilineata (Pérez, 1907)","litEstimate","Africa",1
"Anthophora zanoni Gribodo, 1924","litEstimate","Africa",26
"Camptopoeum negevense (Warncke, 1972)","litEstimate","Africa",13
"Ceratina mandibularis Friese, 1896","litEstimate","Africa",3
"Ceratina neocallosa Daly, 1983","litEstimate","Africa",1
"Chiasmognathus aegyptiacus (Warncke, 1983)","litEstimate","Africa",1
"Colletes fuscicornis Noskiewicz, 1936","litEstimate","Africa",2
"Colletes nanaeformis Noskiewicz, 1959","litEstimate","Africa",28
"Colletes tuberculatus Morawitz, 1893","litEstimate","Africa",1
"Dasypoda albipila Spinola, 1838","litEstimate","Africa",1
"Dufourea ciliata Ebmer, 1993","litEstimate","Africa",2
"Epeolus eriwanensis Bischoff, 1930","litEstimate","Africa",1
"Eucera cuniculina Klug, 1845","litEstimate","Africa",102
"Eudioxys quadrispinosus (Friese, 1899)","litEstimate","Africa",3
"Halictus aegypticola Strand, 1909","litEstimate","Africa",9
"Halictus fatsensis Blüthgen, 1936","litEstimate","Africa",2
"Halictus pulvereus Morawitz, 1874","litEstimate","Africa",4
"Hoplitis contracta (Walker, 1871)","litEstimate","Africa",1
"Hoplitis gerofita (Warncke, 1990)","litEstimate","Africa",1
"Hoplitis jordanica (Warncke, 1991)","litEstimate","Africa",2
"Hoplitis nigrocolor (van der Zanden, 1991)","litEstimate","Africa",1
"Hoplitis peralba van der Zanden, 1992","litEstimate","Africa",57
"Hoplitis sordida (Benoist, 1929)","litEstimate","Africa",2
"Hoplitis taurimordax (Peters, 1983)","litEstimate","Africa",2
"Hylaeus alexandrinus (Warncke, 1992)","litEstimate","Africa",35
"Hylaeus biarmicus (Warncke, 1992)","litEstimate","Africa",2
"Hylaeus cypricola (Warncke, 1972)","litEstimate","Africa",49
"Hylaeus gujaraticus (Nurse, 1903)","litEstimate","Africa",3
"Hylaeus laevithorax (Alfken, 1924)","litEstimate","Africa",1
"Hylaeus oliviae Dathe, 2015","litEstimate","Africa",11
"Hylaeus rubicola Saunders, 1850","litEstimate","Africa",7
"Hylaeus scutellatus (Spinola, 1838)","litEstimate","Africa",21
"Hylaeus sinaiticus (Alfken, 1938)","litEstimate","Africa",93
"Hylaeus syriacus (Alfken, 1936)","litEstimate","Africa",1
"Icteranthidium decoloratum (Alfken, 1933)","litEstimate","Africa",10
"Lasioglossum aegyptiellum (Strand, 1909)","litEstimate","Africa",1
"Lasioglossum clypeiferellum (Strand, 1909)","litEstimate","Africa",213
"Lasioglossum elbanum (Blüthgen, 1934)","litEstimate","Africa",2
"Lasioglossum fasciger (Strand, 1909)","litEstimate","Africa",3
"Lasioglossum filipes Ebmer, 1972","litEstimate","Africa",85
"Lasioglossum laevidorsum (Blüthgen, 1923)","litEstimate","Africa",1
"Lasioglossum leptorhynchum (Blüthgen, 1931)","litEstimate","Africa",7
"Lasioglossum luridipes (Vachal, 1892)","litEstimate","Africa",1
"Lasioglossum mandibulare (Morawitz, 1866)","litEstimate","Africa",2
"Lasioglossum mariuticum (Blüthgen, 1934)","litEstimate","Africa",2
"Lasioglossum montifringillus (Warncke, 1984)","litEstimate","Africa",6
"Lasioglossum mose Ebmer, 1974","litEstimate","Africa",7
"Lasioglossum nabardicum (Blüthgen, 1931)","litEstimate","Africa",1
"Lasioglossum nigripes (Lepeletier, 1841)","litEstimate","Africa",2
"Lithurgus tibialis Morawitz, 1875","litEstimate","Africa",1
"Megachile arabica Friese, 1901","litEstimate","Africa",47
"Megachile atrocastanea (Alfken, 1933)","litEstimate","Africa",1
"Megachile doriae Magretti, 1890","litEstimate","Africa",26
"Megachile farinosa Smith, 1853","litEstimate","Africa",25
"Megachile flabellipes Pérez, 1895","litEstimate","Africa",1
"Megachile ghigii Gribodo, 1924","litEstimate","Africa",1
"Megachile impressipuncta Alfken, 1934","litEstimate","Africa",1
"Megachile incerta Radoszkowski, 1876","litEstimate","Africa",13
"Megachile inornata Walker, 1871","litEstimate","Africa",144
