"Africa","Antarctica","Asia","Europe","North America","Oceania","Seven seas (open ocean)","South America"
0,0,269,26,0,0,0,0
0,0,2,29673,0,0,0,0
0,0,1,0,0,0,0,0
0,0,21,4348,0,0,0,0
0,0,103,948,0,0,0,0
0,0,4,0,0,0,0,0
0,0,15,10,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,2,8,0,0,0,0
0,0,4,0,0,0,0,0
0,0,8,0,0,0,0,0
0,0,8,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,6,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,10,0,0,0,0,0
0,0,2,3,0,0,0,0
0,0,14,0,0,0,0,0
0,0,6,0,0,0,0,0
0,0,25,145,3,0,0,0
0,0,2,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,1,0,0,0,0
0,0,78,510,0,0,0,0
0,0,10,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,6,0,0,0,0
0,0,3,0,0,0,0,0
0,0,11,22,0,0,0,0
0,0,64,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,10,60,0,0,0,0
0,0,2,4,0,0,0,0
0,0,14,30,0,0,0,0
0,0,20,1,0,0,0,0
0,0,5,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,1,6257,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0
0,0,7,0,0,0,0,0
0,0,4,80,0,0,0,0
0,0,2,0,0,0,0,0
0,0,29,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,9,1,0,0,0,0
0,0,5,0,0,0,0,0
0,0,1,4210,90,0,0,0
0,0,1,216,0,0,0,0
0,0,33,1,0,0,0,0
0,0,32,7,0,0,0,0
0,0,5,4,0,0,0,0
0,0,10,0,0,0,0,0
0,0,3,9,0,0,0,0
0,0,1,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,1,2,0,0,0,0
0,0,294,6,568,0,0,0
0,0,463,0,0,0,0,0
0,0,8588,5,0,70,0,1
0,0,3269,0,0,0,0,0
0,0,268,0,0,0,0,0
0,0,100,0,1,0,0,0
0,0,17,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,7,0,0,0,0,0
0,0,1,5,0,0,0,0
0,0,4,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,7,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,62,0,0,0,0
0,0,10,2,0,0,0,0
0,0,12,55,0,0,0,0
0,0,2,13,0,0,0,0
0,0,2437,2,0,0,0,0
0,0,70,1127,0,0,0,0
0,0,15,30,0,0,0,0
0,0,6,0,0,0,0,0
0,0,62,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,3,3830,0,0,2,0
0,0,434,1,0,0,0,0
0,0,1,0,0,0,0,0
0,0,134,0,0,0,0,0
0,0,13,2,0,0,0,0
0,0,32,0,0,0,0,0
0,0,4,18,0,0,0,0
0,0,154,0,0,0,0,0
0,0,3,13146,0,0,3,0
0,0,3,0,0,0,0,0
0,0,20,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,22,122,0,0,0,0
0,0,5,1,0,0,0,0
0,0,11,0,0,0,0,0
0,0,398,29,0,0,0,0
0,0,3,0,0,0,0,0
0,0,3,5019,23,7,0,0
0,0,3864,43,0,0,0,0
0,0,2,12,0,0,0,0
0,0,1,0,0,0,0,0
0,0,4,3,0,0,0,0
0,0,298,0,0,0,0,0
0,0,353,0,0,0,0,5
0,0,1,2,0,0,0,0
0,0,279,0,0,0,0,0
0,0,60,0,0,0,0,0
0,0,8,51,0,0,0,0
0,0,5,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,59,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,88,202,0,0,0,0
0,0,196,0,0,0,0,0
0,0,1,5,0,0,0,0
0,0,37,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,789,0,0,0,0,0
0,0,8,64233,1,124,2,0
0,0,1655,8,0,0,0,0
0,0,1626,110,0,0,0,0
0,0,34,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,17,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,5,0,0,0,0,0
0,0,21,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,8,0,0,0,0,1
0,0,138,0,0,0,0,0
0,0,6,0,0,0,0,0
0,0,19,0,0,0,0,0
0,0,47,8,0,0,0,0
0,0,6,22,0,0,0,0
0,0,85,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,9,10304,0,0,0,41
0,0,68,18,0,0,0,0
0,0,7,0,0,0,0,0
0,0,8,2709,0,0,0,0
0,0,7,0,0,0,0,0
0,0,68,0,0,0,0,0
0,0,41,90,0,0,0,0
0,0,37,2,0,0,0,0
0,0,37,0,0,0,0,0
0,0,1,688,0,0,0,0
0,0,5,6,0,0,0,0
0,0,282,9,0,0,0,0
0,0,63,0,0,0,0,0
0,0,1,2107,0,0,0,0
0,0,7,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,8,0,0,0,0,0
0,0,12,0,0,0,0,0
0,0,25,981,0,0,0,0
0,0,7,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,16,7,0,0,0,0
0,0,2,2977,0,0,0,0
0,0,3,0,0,0,0,0
0,0,30,0,0,0,0,0
0,0,5,0,0,0,0,0
0,0,2,2,0,0,0,0
0,0,157,0,0,0,0,0
0,0,8,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,226,5,0,0,0,0
0,0,1,238,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,8151,0,0,0,0
0,0,51,74,0,0,0,0
0,0,56,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,15,0,0,0,0,0
0,0,9,0,0,0,0,0
0,0,134,1,0,0,0,0
0,0,3,0,0,0,0,0
0,0,11,0,0,0,0,0
0,0,6,0,0,0,0,0
0,0,179,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,62,0,0,0,1,0
0,0,48,0,0,3,0,0
0,0,2,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,91,0,0
0,0,3,0,0,0,0,0
0,0,120,0,0,0,0,0
0,0,7,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,5,0,0,0,0,0
0,0,7,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,164,0,0,0,2,0
0,0,141,0,0,0,0,0
0,0,2,93,1,0,0,0
0,0,2,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,124,0,1,0,0,0
0,0,87,0,0,0,0,0
0,0,38,12,0,0,0,0
0,0,2,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,27,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,551,1,0,0,0,0
0,0,1,4,0,0,0,0
0,0,9,0,4,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,7,0,0,0,0,0
0,0,77,0,0,0,0,0
0,0,1467,0,0,5,0,0
0,0,5,0,0,0,0,0
0,0,206,0,0,0,0,0
0,0,1,15,0,0,0,0
0,0,14,0,0,0,0,0
0,0,5,0,0,0,0,0
0,0,165,0,0,0,0,0
0,0,30,0,0,0,0,0
0,0,34,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,205,0,0,0,0,0
0,0,26,0,0,11,0,0
0,0,5,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,38,20,0,0,0,0
0,0,3,0,0,0,0,0
0,0,80,0,0,0,0,0
0,0,645,0,91,0,0,0
0,0,75,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,9,0,0,0,0,0
0,0,115,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,6,9,0,0,0,0
0,0,22,0,0,0,1,0
0,0,15,0,0,0,0,0
0,0,31,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,12,0,0,0,0,0
0,0,5,0,0,0,0,0
0,0,2,912,0,0,0,0
0,0,2,0,0,0,0,0
0,0,3,101,0,0,0,0
0,0,5,4,0,0,0,0
0,0,3,9,0,0,0,0
0,0,3,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,32,0,0,0,0,0
0,0,10,1,0,0,0,0
0,0,2,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,8,0,0,0,0,0
0,0,5,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,21,0,0,0,0,0
0,0,16,2,0,0,0,0
0,0,1,1,0,0,0,0
0,0,13,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,17,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,17,0,0,1,0,0
0,0,1,0,0,0,0,0
0,0,7,0,0,0,0,0
0,0,78,0,0,0,0,0
0,0,27,8,0,0,0,0
0,0,2,0,0,0,0,0
0,0,60,0,0,0,0,0
0,0,23,0,0,0,0,0
0,0,1,1625,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,1,0,0,0,0
0,0,1,3,0,0,0,0
0,0,9,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,13,0,0,0,0,0
0,0,337,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,5,2,0,0,0,0
0,0,7,1,0,0,0,0
0,0,4,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,15,25,0,0,0,0
0,0,1,0,0,0,0,0
0,0,49,0,0,0,0,0
0,0,14,0,0,0,0,0
0,0,12,2,0,0,0,0
0,0,4,1,0,0,0,0
0,0,11,3,0,0,0,0
0,0,119,39,0,0,0,0
0,0,2,0,0,0,0,0
0,0,2,2,0,0,0,0
0,0,4,0,0,0,0,0
0,0,4,11697,0,0,0,24
0,0,8,1,0,0,0,0
0,0,7,0,0,0,0,0
0,0,1,1,0,0,0,0
0,0,17,11,0,0,0,0
0,0,3,0,0,0,0,0
0,0,11,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,14,1505,0,0,3,0
0,0,1,1138,0,0,0,3
0,0,2,12,0,0,0,0
0,0,1,0,0,0,0,0
0,0,14,0,0,0,0,0
0,0,10,15,0,0,0,0
0,0,43,95,0,0,0,0
0,0,4,92,0,0,0,0
0,0,107,0,0,0,0,0
0,0,2,63,0,0,0,0
0,0,1,0,0,0,0,0
0,0,7,2,0,0,0,0
0,0,197,0,0,0,0,0
0,0,1,3,0,0,0,0
0,0,8,4,0,0,0,0
0,0,1,0,0,0,0,0
0,0,22,92,0,0,0,0
0,0,1,0,0,0,0,0
0,0,28,46,0,0,0,0
0,0,2,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,222,1,0,36,0,0
0,0,9,0,0,0,0,0
0,0,33,17,0,0,0,0
0,0,2,0,0,0,0,0
0,0,3,11,0,0,0,0
0,0,18,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,61,72,0,0,0,0
0,0,2,0,0,0,0,0
0,0,8,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,1,20,0,0,0,0
0,0,6,0,0,0,0,0
0,0,27,1,0,0,0,0
0,0,1,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,4,22,0,0,0,0
0,0,4,0,0,0,0,0
0,0,42,30,0,0,0,0
0,0,3,0,0,0,0,0
0,0,3,53,0,0,0,0
0,0,18,0,0,0,0,0
0,0,5,0,0,0,0,0
0,0,40,0,0,0,0,0
0,0,18,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,4,5,0,0,0,0
0,0,2,0,0,0,0,0
0,0,20,0,0,0,0,0
0,0,12,0,0,61,0,0
0,0,4,0,0,0,0,0
0,0,2,1,0,0,0,0
0,0,9,0,0,0,0,0
0,0,2,1,0,0,0,0
0,0,6,6,0,0,0,0
0,0,1,0,0,0,0,0
0,0,213,14,0,0,0,0
0,0,2,0,0,0,0,0
0,0,12,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,104,0,0,0,0,0
0,0,68,0,0,2,0,0
0,0,9,0,0,0,0,0
0,0,86,0,0,0,0,0
0,0,5,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,11,0,0,0,0,0
0,0,3,5,0,0,0,0
0,0,50,0,0,0,0,0
0,0,7,0,0,0,0,0
0,0,1,15,0,0,0,0
0,0,6,3,0,0,0,0
0,0,3,0,0,0,0,0
0,0,4,1,0,0,0,0
0,0,3,11,0,0,0,0
0,0,5,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,3,8,0,0,0,0
0,0,1,2,0,0,0,0
0,0,1,1,0,0,0,0
0,0,668,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,8,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,2,1,0,0,0,0
0,0,2,54,0,0,0,0
0,0,6,0,0,0,0,0
0,0,283,0,0,0,0,0
0,0,2,4,0,0,0,0
0,0,40,0,0,0,0,0
0,0,4,1,0,0,0,0
0,0,1,47,1,0,0,0
0,0,4,0,0,0,0,0
0,0,1,2,0,0,0,0
0,0,2,0,0,0,0,0
0,0,1,10,0,0,0,0
0,0,7,0,0,0,0,0
0,0,4,16,0,0,0,0
0,0,1,0,0,0,0,0
0,0,8,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,145,0,1,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,7,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,15,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,5,0,0,0,0
0,0,547,1,0,0,0,0
0,0,11,1,0,0,0,0
0,0,20,3,0,0,0,11
0,0,1,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,10,0,0,0,0,0
0,0,35,0,0,0,0,0
0,0,21,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,28,0,0,0,0,0
0,0,7,26,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,17,0,0,0,0
0,0,1,0,0,0,0,0
0,0,24,2,0,0,0,0
0,0,14,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,2,5,0,0,0,0
0,0,2,4,0,0,0,0
0,0,1,0,0,0,0,0
0,0,14,0,0,0,0,0
0,0,3,291,0,0,0,0
0,0,4,0,0,0,0,0
0,0,1,25,98,0,0,0
0,0,130,2,0,0,0,0
0,0,29,29,0,0,0,0
0,0,38,23,0,0,0,0
0,0,1,5,0,0,0,0
0,0,26,27423,5,9,0,0
0,0,1,0,0,0,0,0
0,0,25,0,0,0,0,0
0,0,16,0,0,0,0,0
0,0,9,4,0,0,0,0
0,0,8,0,0,0,0,0
0,0,2,1,0,0,0,0
0,0,1,0,0,0,0,0
0,0,14,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,6,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,1,0,0,5,0,0
0,0,198,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,6,0,0,0,0,0
0,0,45,0,0,0,0,0
0,0,103,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,18,12,0,0,0,0
0,0,1,1,0,0,0,0
0,0,2,17,0,0,0,0
0,0,15,51,0,0,0,0
0,0,1,11,1,0,0,0
0,0,1,0,0,0,0,0
0,0,1,5021,0,0,0,0
0,0,6,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,28,0,0,0,0
0,0,8,0,0,0,0,0
0,0,3,2,0,0,0,0
0,0,2,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,8,0,0,0,0,0
0,0,1,371,0,0,0,0
0,0,2,1,0,0,0,0
0,0,1,18,0,0,0,0
0,0,2,2,0,0,0,0
0,0,10,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,1,127,0,0,0,0
0,0,3,0,0,0,0,0
0,0,6,1,0,0,0,0
0,0,1,0,0,0,0,0
0,0,7,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,5,0,0,0,0,0
0,0,1,33,0,0,0,0
0,0,1,19,0,0,0,0
0,0,1,55,0,0,0,0
0,0,1,0,0,0,0,0
0,0,5,2,0,0,0,0
0,0,6,1,0,0,0,0
0,0,1,1,0,0,0,0
0,0,9,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,20,14321,0,0,0,0
0,0,2,0,0,0,0,0
0,0,7,13,0,0,0,0
0,0,2,58,0,0,0,0
0,0,1,0,0,0,0,0
0,0,24,4,0,0,0,0
0,0,1,0,0,0,0,0
0,0,17,1,0,0,0,0
0,0,7,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,2,1917,0,0,0,0
0,0,1,0,0,0,0,0
0,0,10,30,0,0,0,0
0,0,6,23,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,5,0,0,0,0
0,0,1,0,0,0,0,0
0,0,8,0,0,0,0,0
0,0,24,0,0,0,0,0
0,0,6,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,7,1,0,0,0,0
0,0,16,3,0,0,0,0
0,0,1,17,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,1,0,0,0,0
0,0,6,165,0,0,0,0
0,0,9,1793,0,0,0,0
0,0,4,0,0,0,0,0
0,0,3,222,0,0,0,0
0,0,12,0,0,24,0,0
0,0,3,0,0,0,0,0
0,0,4,60,0,0,0,0
0,0,3,1,0,0,0,0
0,0,7,118,0,0,0,0
0,0,3,0,0,0,0,0
0,0,1,1,0,0,0,0
0,0,1,1,0,0,0,0
0,0,13,1221,39,0,0,0
0,0,1,787,0,0,0,0
0,0,12,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,36,0,0,0,0,0
0,0,3,16,0,0,0,0
0,0,1,2,0,0,0,0
0,0,22,99,0,0,0,0
0,0,4,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,2,59,0,0,0,0
0,0,4,7,0,0,0,0
0,0,2,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,2,2,0,0,0,0
0,0,2,0,0,0,0,0
0,0,7,2,0,0,0,0
0,0,74,1,0,0,0,0
0,0,429,0,0,0,1,0
0,0,1,17200,6,0,0,0
0,0,5,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,14,3,0,0,0,0
0,0,6,24,0,0,0,0
0,0,1,2,0,0,0,0
0,0,5,1,0,0,0,0
0,0,368,1,0,0,0,0
0,0,1,0,0,0,0,0
0,0,72,1,0,0,0,0
0,0,3,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,25,1,0,0,0,0
0,0,20,2,0,0,0,0
0,0,26,1,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,1,0,0,0,0
0,0,2,0,0,0,0,0
0,0,2,1,0,0,0,1
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,49,0,0,0,0,0
0,0,1,1,0,0,0,0
0,0,4,0,0,0,0,0
0,0,199,0,0,0,0,0
0,0,2,4,0,0,0,0
0,0,1,0,0,0,0,0
0,0,19,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,1,1,0,0,0,0
0,0,6,0,0,0,0,0
0,0,37,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,129,32,0,0,0,0
0,0,2,1,0,0,0,0
0,0,1,1,0,0,0,0
0,0,18,0,0,0,0,0
0,0,1,8608,0,0,0,0
0,0,27,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,3,1,0,57,1,0
0,0,37,1,0,0,0,0
0,0,1,2,0,0,0,0
0,0,39,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,1,2,0,0,0,0
0,0,1,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,213,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,234,13,0,0,0,0
0,0,3,1,0,0,0,0
0,0,1,0,0,0,0,0
0,0,28,0,0,0,0,0
0,0,5,2909,0,0,0,0
0,0,5,2,1,0,0,0
0,0,2,0,0,2,0,0
0,0,1,0,0,0,0,0
0,0,12,8,0,0,0,0
0,0,2,0,0,0,0,0
0,0,46,1,0,0,0,0
0,0,4,16,0,0,0,0
0,0,2,0,0,2,0,0
0,0,4,0,0,0,0,0
0,0,99,717,0,0,0,0
0,0,3,1,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,5,0,0,0,0,0
0,0,15,375,0,0,0,0
0,0,2,0,0,0,0,0
0,0,309,0,0,0,0,0
0,0,7,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,55,5,0,0,0,0
0,0,1,4,0,0,0,0
0,0,76,5,0,0,0,0
0,0,2,0,0,0,0,0
0,0,3,7,0,0,0,0
0,0,526,1,0,0,0,0
0,0,37,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,8,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,24,0,0,0,0,0
0,0,1,2602,9,0,0,0
0,0,3,0,0,0,0,0
0,0,1,8,0,0,0,0
0,0,2,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,4,143,0,0,0,0
0,0,11,0,0,0,0,0
0,0,66,1,0,0,0,0
0,0,100,8,0,0,0,0
0,0,1,3,0,0,0,0
0,0,4,0,0,0,0,0
0,0,9,0,0,0,0,0
0,0,24,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,8,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,5,0,0,0,0,0
0,0,12,2,0,0,0,0
0,0,4,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,104,1,0,0,0,0
0,0,1,23,0,0,0,0
0,0,1,3043,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,2,397,0,0,0,0
0,0,7,4721,1,0,0,0
0,0,100,1,0,0,0,0
0,0,2,16,0,0,0,0
0,0,12,0,0,0,0,0
0,0,3,1,0,0,0,0
0,0,5,0,0,0,0,0
0,0,3,560,0,0,0,0
0,0,2,116,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,11,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,23,0,0,0,0,0
0,0,63,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,51,6,0,0,0,0
0,0,5,2,0,0,0,0
0,0,7,20,0,0,0,0
0,0,5,2,0,0,0,0
0,0,97,1,0,0,0,0
0,0,1,0,0,0,0,0
0,0,54,0,0,0,0,0
0,0,33,0,0,0,0,0
0,0,5,0,0,0,0,0
0,0,67,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,145,2,0,0,0,0
0,0,5,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,44,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,11,0,0,0,0,0
0,0,34,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,12,0,0,0,0,0
0,0,35,0,0,0,0,0
0,0,28,0,0,11,0,0
0,0,29,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,2,1,0,0,0,0
0,0,3,64,103,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,8,0,0,0,0,0
0,0,6,0,0,0,0,0
0,0,1,10,0,0,0,0
0,0,44,13,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,22,1467,0,0,0,0
0,0,1,1,0,0,0,0
0,0,91,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,13,1,0,0,0,0
0,0,37,0,0,0,0,0
0,0,8,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,241,0,0,0,0,0
0,0,5,0,0,0,0,0
0,0,4,2,0,0,0,0
0,0,49,0,0,0,0,0
0,0,79,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,5,0,0,4,0,0
0,0,5,0,0,0,0,0
0,0,98,0,0,0,0,0
0,0,12,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,18,1,0,0,0,0
0,0,1,0,0,0,0,0
0,0,62,0,0,0,0,0
0,0,14,0,0,0,0,0
0,0,121,152,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,5,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,85,0,0,0,0,0
0,0,69,0,0,1,0,0
0,0,1,0,0,0,0,0
0,0,5,0,0,1,0,0
0,0,7,1,0,0,0,0
0,0,80,0,0,0,0,0
0,0,1,0,0,0,1,0
0,0,3,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,7,0,0,0,0,0
0,0,16,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,198,0,0,0,0,0
0,0,34,0,0,0,0,0
0,0,19,0,0,0,0,0
0,0,17,0,0,0,0,0
0,0,30,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,192,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,370,0,147,2,5,2
0,0,123,0,2,71,1,0
0,0,19,0,0,0,0,0
0,0,10,3518,0,0,0,0
0,0,2,9,0,0,0,0
0,0,5,525,1,0,0,3
0,0,1,0,0,0,0,0
0,0,13,0,0,0,0,0
0,0,16,0,0,0,0,0
0,0,1,0,0,70,0,0
0,0,1,0,0,0,0,0
0,0,21,21,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,9,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,5,0,0,0,0,0
0,0,17,0,0,0,0,0
