"name","scale","nChao","iChao_est","iChao_lower","iChao_upper","observedRichness","level","niNEXT","iNEXT_est","iNEXT_lower","iNEXT_upper","iNEXT_increasePercent","iNEXT_increase","iChao_increasePercent","iChao_increase","cleanRecords","elevationalRange","Code","year_GDPc","GPD_per_cap","year_TerEd","percent_ed","continent","mean_roadDist","median_roadDist","n_lit","n_occ","propOccurrences","area_m"
"Liberia","Country",245.5,208.393,173.7115,255.27949999999998,110,"Country",245.5,190.89548545966227,141.69136276018938,241.3104735556609,73.5413504178748,80.89548545966227,89.44818181818181,98.393,36,1239,"LBR",2022,811.2146,2020,11.1,"Africa",2446.80651857082,1282.07701428613,90,20,0.18181818181818182,95663383856.45088
"Jersey","Country",1226.5,189.4475,163.874,242.662,120,"Country",1226.5,180.04830595676788,138.05143610657427,220.8687474192971,50.04025496397324,60.04830595676788,57.872916666666654,69.44749999999999,274,117,NA,NA,NA,NA,NA,"Europe",227.970024949689,227.970024949689,97,23,0.19166666666666668,126332562.46222614
"El Salvador","Country",1950.5,177.54500000000002,155.15300000000002,221.673,121,"Country",1950.5,170.1944894294395,131.9950686316933,208.02749792898155,40.65660283424752,49.1944894294395,46.73140495867769,56.545000000000016,635,2305,"SLV",2022,9218.905,2020,6.3,"North America",2087.94978537601,1778.381503685,74,47,0.3884297520661157,20391091843.494873
"Sri Lanka","Country",4786.5,206.7395,182.89049999999997,247.156,142,"Country",4786.5,197.11325984962738,155.77588701887964,237.67197561033777,38.812154823681254,55.11325984962738,45.591197183098586,64.73949999999999,2411,2400,"LKA",2022,10705.481,2020,15.7,"Asia",2293.37737508904,1541.15437491292,93,49,0.34507042253521125,66043193841.389946
"Suriname","Country",809.5,212.482,191.9735,240.4025,148,"Country",809.5,199.97956983165665,163.64088374213173,236.56611870460318,35.12133096733556,51.97956983165665,43.56891891891892,64.482,426,1116,NA,NA,NA,NA,NA,"South America",46517.3660275277,42562.36777907,68,80,0.5405405405405406,145574786573.01593
"Belize","Country",2757.5,206.627,190.79899999999998,230.43099999999998,163,"Country",2757.5,198.73404374585124,169.01155330703972,228.296248276368,21.922726224448617,35.73404374585124,26.765030674846635,43.62700000000001,1937,1072,NA,NA,NA,NA,NA,"North America",3071.56674254204,1732.06139761973,63,100,0.6134969325153374,22780240020.46648
"Senegal","Country",462,233.841,205.7065,278.7495,143,"Country",462,220.02475061483898,176.21035942416646,265.3228452901748,53.86346196841887,77.02475061483898,63.52517482517484,90.84100000000001,20,533,"SEN",2022,2660.6816,2020,3.7,"Africa",1844.50611501178,940.605479480713,136,7,0.04895104895104895,197328562183.0155
"Botswana","Country",852,219.61599999999999,201.02949999999998,248.7,154,"Country",852,207.95277869162462,172.22039729755693,243.14397412588977,35.034271877678314,53.952778691624616,42.60779220779221,65.61599999999999,191,944,"BWA",2022,16351.91,2020,5.2,"Africa",19015.7816717233,11734.8902447728,96,58,0.37662337662337664,580623305522.5768
"Nicaragua","Country",3718,234.939,216.959,260.51800000000003,180,"Country",3718,224.0117752791887,192.51947297335175,254.94815567213686,24.450986266215935,44.0117752791887,30.52166666666667,54.93899999999999,2738,1882,"NIC",2022,5092.8413,2020,14.3,"North America",5767.10693256227,2302.08669441414,54,126,0.7,129241844223.4436
"Gabon","Country",1014,240.2825,221.2335,269.967,175,"Country",1014,229.21161191313576,194.0822810408,264.73636782449296,30.97806395036329,54.211611913135755,37.304285714285726,65.2825,148,970,"GAB",2022,15720.901,2020,14.6,"Africa",11246.1964391244,7356.60520787156,147,28,0.16,260662992196.09213
"Benin","Country",188,268.355,116.47800000000001,722.1605,47,"Country",188,255.68622329528827,0,583.2287287071858,444.0132410538048,208.68622329528827,470.96808510638306,221.35500000000002,79,665,"BEN",2022,2477.0903,2020,6.1,"Africa",5797.54299572508,4299.83676914233,18,29,0.6170212765957447,116581709451.15457
"Nigeria","Country",1296,261.875,238.9255,294.0415,185,"Country",1296,248.98984302403198,210.10598012447372,286.3269783673332,34.589104337314595,63.989843024031984,41.554054054054056,76.875,219,2359,"NGA",2022,5070.4927,NA,NA,"Africa",4201.39663588041,2762.3444187596,141,44,0.23783783783783785,911555842871.6525
"Taiwan","Country",5824,253.589,224.1935,304.33349999999996,176,"Country",5824,243.62049239504043,200.5521829701526,286.8332255364452,38.42073431536388,67.62049239504043,44.084659090909085,77.589,3074,3688,"TWN",2022,53142.984,2020,51.9,"Asia",4379.4498741439,3045.55236382061,112,64,0.36363636363636365,35998425437.45644
"Sudan","Country",267,290.14700000000005,253.6055,343.0275,154,"Country",267,268.8544188364863,211.60537097309475,325.0587690728933,74.58079145226381,114.85441883648627,88.40714285714289,136.14700000000005,21,2916,NA,NA,NA,NA,NA,"Africa",11420.9922235048,5928.16042333146,141,13,0.08441558441558442,1863052397498.1804
"Nepal","Country",2262,281.38599999999997,253.456,320.39250000000004,190,"Country",2262,264.46072797452706,221.39108931292407,306.984517809449,39.189856828698446,74.46072797452706,48.09789473684209,91.38599999999997,238,7989,"NPL",2022,3013.5178,2020,2.8,"Asia",4928.97806819827,3716.91902714673,174,16,0.08421052631578947,147194566510.71332
"Finland","Country",183172.5,278,269.752,300.356,263,"Country",183172.5,275.89278678081155,254.75957734751347,296.96934580936875,4.9022002968865275,12.892786780811548,5.703422053231932,15,182548,1163,"FIN",2022,40701.465,2020,31.2,"Europe",5800.13821615253,4354.39884240574,27,236,0.8973384030418251,330492731489.75085
"Republic of Korea","Country",12294,297.70000000000005,271.62,334.317,226,"Country",12294,286.0666249945924,249.51061956207693,322.0695966138933,26.578152652474518,60.066624994592416,31.72566371681418,71.70000000000005,9941,1820,"KOR",2022,41320.9,2020,58.3,"Asia",3604.61485686204,2895.53883167309,94,132,0.584070796460177,97153806050.47377
"Madagascar","Country",5464.5,300.6455,279.303,330.7395,226,"Country",5464.5,286.25131672981036,250.77090413139973,322.31280023547407,26.659874659208114,60.251316729810355,33.028982300884955,74.64550000000003,2763,2775,"MDG",2022,1367.0938,NA,NA,"Africa",3681.06910852518,2562.1238449916,117,114,0.4935064935064935,594600040576.6578
"Norway","Country",137134,291.5,266.6795,352.033,251,"Country",137134,289.4238271163823,250.3160012708359,329.8169585406659,15.308297655929204,38.42382711638231,16.135458167330686,40.5,136448,2294,"NOR",2022,88366.22,2020,31.8,"Europe",268534.489415434,6534.54068012372,29,223,0.8849206349206349,384248526731.139
"United Kingdom","Country",567826,295.0195,274.606,351.4305,263,"Country",567826,291.53328307702736,254.47953830698071,331.5772989370389,10.849157063508507,28.533283077027363,12.174714828897336,32.019499999999994,567315,1256,"GBR",2022,38406.53,2020,31.1,"Europe",912.473885360289,379.615901593797,21,242,0.9201520912547528,239613613792.64267
"French Guiana","Country",1201.5,310.6565,280.15999999999997,356.9285,208,"Country",1201.5,293.75977424749163,249.514611375004,338.554814335883,41.230660695909435,85.75977424749163,49.35408653846154,102.6565,220,851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estonia","Country",56106,310.01,304.733,319.646,299,"Country",56106,307.84238978324294,292.85600365407083,323.1603088881724,2.9573209977401094,8.842389783242936,3.682274247491635,11.009999999999991,55580,286,"EST",2022,30067.395,2020,32.5,"Europe",3040.26617399312,2344.9949651232,21,278,0.9297658862876255,45455862954.321754
"Montenegro","Country",983.5,338.48900000000003,297.96349999999995,396.756,205,"Country",983.5,318.83783677368865,263.6879535126333,371.7413115919968,55.530652084726164,113.83783677368865,65.11658536585368,133.48900000000003,82,2307,"MNE",2022,20941.805,NA,NA,"Europe",3636.96365433703,2916.55216917827,180,25,0.12195121951219512,13666358840.78355
"Ethiopia","Country",2953,344.26599999999996,305.19,402.5875,220,"Country",2953,324.69772908635,270.8023925147321,378.42165236222627,47.58987685743183,104.69772908635002,56.48454545454544,124.26599999999996,232,4544,"ETH",2022,2289.409,NA,NA,"Africa",7023.64026917482,4782.56076449684,201,19,0.08636363636363636,1131786629514.8174
"Sweden","Country",354826,319.52750000000003,312.756,338.23400000000004,309,"Country",354826,318.73971612138666,297.9383315484663,339.5373156962502,3.152011689769152,9.739716121386664,3.4069579288025897,10.527500000000032,354186,1976,"SWE",2022,47126.13,2020,30.6,"Europe",5095.27257106311,2953.68044632868,27,282,0.912621359223301,442973918379.8925
"Myanmar","Country",1112,347.613,308.64,401.83500000000004,215,"Country",1112,326.1877237731698,273.52641901789514,377.8304784074957,51.715220359613866,111.18772377316981,61.68046511627907,132.613,188,5525,"MMR",2022,5177.4326,2020,13.9,"Asia",5219.39478869354,3544.44011828705,174,41,0.19069767441860466,662765696333.348
"Zambia","Country",1016,344.145,313.69,384.6065,227,"Country",1016,323.8226996344366,276.6218630312145,372.82882327758944,42.65317164512625,96.82269963443662,51.60572687224669,117.14499999999998,354,1870,"ZMB",2022,3342.4214,2020,1,"Africa",9534.26423899649,6662.30123399217,98,129,0.5682819383259912,755596005100.2739
"Angola","Country",2355,358.9915,302.7105,440.6615,188,"Country",2355,331.45895736034777,260.43110967761606,401.7350200654613,76.30795604273817,143.45895736034777,90.95292553191487,170.99149999999997,891,2521,"AGO",2022,6118.905,NA,NA,"Africa",9044.64630660651,6262.29478226532,87,101,0.5372340425531915,1249458490291.5686
"Mozambique","Country",877,349.4015,315.38599999999997,395.189,219,"Country",877,327.3873870096095,276.16688974807147,380.7095688561884,49.491957538634466,108.38738700960948,59.54406392694065,130.4015,220,2273,"MOZ",2022,1087.836,2020,0.5,"Africa",6398.37696394783,4787.8540778803,143,76,0.3470319634703196,790678517369.4634
"Macedonia","Country",89,120.438,57.27,335.5,31,"Country",89,102.43820224719101,14.6427363621316,190.23366813225044,230.44581370061618,71.43820224719101,288.50967741935483,89.438,89,2531,"MKD",2022,14050.995,NA,NA,"Europe",3186.2289780299,2508.83951334244,522,31,0.05605786618444846,25364196144.943554
"Denmark","Country",19788.5,349.40049999999997,331.9385,376.9525,298,"Country",19788.5,340.2013796205332,311.1164154663166,368.9604229109002,14.16153678541383,42.2013796205332,17.248489932885903,51.400499999999965,17300,167,"DNK",2022,50689.68,2020,30.8,"Europe",2637.4816709771,1985.57660244642,99,199,0.6677852348993288,42417359522.01354
"Albania","Country",2373,366.7895,335.621,412.9125,249,"Country",2373,347.3084185914155,299.0158909381985,396.09910524925954,39.48129260699418,98.30841859141549,47.30502008032127,117.78949999999998,185,2466,"ALB",2022,12978.101,2020,2,"Europe",3519.02845128064,2746.510739188,217,32,0.1285140562248996,28335090782.461777
"Papua New Guinea","Country",1971,388.3075,349.7735,444.0125,254,"Country",1971,368.54252149121237,316.54233054896395,420.3438528129492,45.09548090205211,114.54252149121237,52.876968503937015,134.3075,276,4335,NA,2023,2995,2020,1.4,"Oceania",36299.3149694466,26849.8417937728,219,35,0.13779527559055119,464290584007.13556
"Uganda","Country",1266.5,364.221,331.125,410.852,235,"Country",1266.5,341.55910247643044,293.3251155292246,391.32034079340883,45.3442989261406,106.55910247643044,54.9876595744681,129.221,128,4068,"UGA",2022,2122.0278,2020,2.3,"Africa",9287.70238410533,4330.66391829926,191,44,0.18723404255319148,242555143553.83585
"Malawi","Country",2264,381.6035,345.1195,431.3605,250,"Country",2264,360.2972602802023,309.86261150782593,411.25067032472,44.118904112080926,110.2972602802023,52.64139999999999,131.6035,285,2716,"MWI",2022,1190.0509,2020,0.2,"Africa",6629.85231632062,4509.62048631388,201,49,0.196,119794640758.97041
"Thailand","Country",12205,368.04150000000004,341.685,409.0915,285,"Country",12205,355.251898208257,314.4188902161342,395.5196912719882,24.649788845002462,70.25189820825699,29.137368421052656,83.04150000000004,9456,2531,"THA",2022,16421.072,2020,17.2,"Asia",5930.62448735581,3822.02356880891,114,171,0.6,515729896833.7528
"Honduras","Country",3743.5,369.7505,326.649,429.91700000000003,231,"Country",3743.5,346.8977893719024,289.5580008082395,405.0724004884826,50.17220319129974,115.89778937190238,60.065151515151506,138.7505,1886,2726,"HND",2022,5186.5303,2020,3.9,"North America",7438.30347966536,4319.69699027495,93,138,0.5974025974025974,113516526181.77907
"Bosnia and Herzegovina","Country",1230.5,389.1205,347.94849999999997,439.6865,244,"Country",1230.5,363.9102696924066,309.82027720538065,420.001687384123,49.14355315262564,119.91026969240659,59.47561475409835,145.1205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51684380151.3523
"Cameroon","Country",1962,413.1775,371.8505,471.8835,261,"Country",1962,389.1354782877588,330.81606627647295,447.08233501179564,49.09405298381564,128.13547828775881,58.305555555555564,152.1775,222,3884,"CMR",2022,2812.2148,2020,4.7,"Africa",6656.82894769195,4307.5003596067,226,35,0.13409961685823754,465882999323.3698
"Malaysia","Country",6779.5,435.892,399.157,487.2025,294,"Country",6779.5,410.25359211657286,358.97113648318407,461.6721673112138,39.54203813488873,116.25359211657286,48.2625850340136,141.892,2220,3917,"MYS",2022,26628.707,2020,26.5,"Asia",18069.3893754891,10191.3286950388,206,88,0.29931972789115646,327645273149.4757
"Luxembourg","Country",12510,411.35450000000003,392.331,439.317,353,"Country",12510,401.34319204017163,369.7155623551946,431.67027363723923,13.694955252173258,48.34319204017163,16.531019830028338,58.35450000000003,10653,398,"LUX",2022,55484.777,2020,31.5,"Europe",3139.16968282931,2591.08630608947,74,279,0.7903682719546742,2611927858.874699
"Netherlands","Country",492385.5,425.4875,410.023,451.5925,386,"Country",492385.5,418.17391130613964,391.224265284662,445.2018896471104,8.335210182937725,32.173911306139644,10.229922279792758,39.48750000000001,491080,645,"NLD",2022,49669.867,2020,30.9,"Europe",3300.78065544989,2329.99119735741,56,330,0.8549222797927462,37134019766.81085
"Guyana","Country",1713.5,418.78200000000004,375.6385,480.8315,260,"Country",1713.5,396.65828482141825,337.2612632079501,452.499856401445,52.56087877746856,136.65828482141825,61.07000000000002,158.78200000000004,818,2311,NA,NA,NA,NA,NA,"South America",28758.0571252072,19822.1845736147,135,125,0.4807692307692308,211947961429.33917
"Belarus","Country",4500.5,442.14200000000005,414.23400000000004,479.2425,333,"Country",4500.5,421.08423340227193,378.2662912891311,463.8807099905305,26.451721742424006,88.08423340227193,32.77537537537538,109.14200000000005,1398,295,"BLR",2022,18699.799,NA,NA,"Europe",2888.72588821464,2359.02415372212,192,141,0.42342342342342343,206692751109.31473
"Philippines","Country",2452,447.988,390.3355,528.0519999999999,247,"Country",2452,415.2972742183158,345.94154821736765,486.87110195119817,68.13654826652463,168.2972742183158,81.37165991902835,200.988,732,2877,"PHL",2022,8370.666,2020,29.7,"Asia",5317.79489015985,3401.16785873324,147,100,0.4048582995951417,290305462535.8765
"Latvia","Country",2147.5,456.20050000000003,416.80899999999997,507.7595,297,"Country",2147.5,428.01173310364106,373.0182238219445,485.17046805117684,44.111694647690605,131.01173310364106,53.60286195286197,159.20050000000003,432,279,"LVA",2022,27220.303,2020,30.4,"Europe",2853.35921631733,2322.79412857916,209,88,0.2962962962962963,64261510345.72103
"Libya","Country",616,463.5455,427.956,509.43600000000004,287,"Country",616,432.2149434865913,376.5614712831889,488.468621892396,50.597541284526606,145.21494348659132,61.51411149825785,176.5455,36,2221,"LBY",2022,12755.204,2020,32.4,"Africa",14852.4261159696,7474.25604384274,271,16,0.05574912891986063,1626501681376.818
"Afghanistan","Country",1632,472.925,432.79499999999996,524.6569999999999,305,"Country",1632,442.01391548002863,386.83618780202937,497.8352035542861,44.92259523935365,137.01391548002863,55.057377049180324,167.925,393,6348,"AFG",2022,1357.9878,2020,8,"Asia",4265.79855919803,3051.61020920693,206,99,0.32459016393442625,642044780962.8082
"Belgium","Country",422790.5,462.78499999999997,447.0375,488.2785,423,"Country",422790.5,454.9999244202546,427.3595698217888,481.87806662207254,7.564993952778876,31.999924420254615,9.40543735224586,39.78499999999997,422161,795,"BEL",2022,41872.395,2020,34.5,NA,2362.2549050571,1827.05030458093,31,392,0.9267139479905437,30631689224.976276
"Pakistan","Country",3974,490.39,457.012,532.0005,354,"Country",3974,465.23307617845273,415.8132041333814,514.2226345342602,31.421772931766313,111.23307617845273,38.52824858757062,136.39,1523,8255,"PAK",2022,5531.723,2020,5.9,"Asia",22766.574625489,3767.70550981029,195,159,0.4491525423728814,873779916443.4628
"Lithuania","Country",4871.5,511.2305,466.632,566.744,334,"Country",4871.5,478.1683278941939,418.67600831047895,538.0283279541402,43.16417002820177,144.1683278941939,53.06302395209581,177.2305,714,287,"LTU",2022,30863.32,2020,33,"Europe",2437.6284362389,1996.70942589882,257,77,0.23053892215568864,64519663083.24771
"Japan","Country",28731,503.278,476.3275,541.9815000000001,414,"Country",28731,487.122509241112,446.81008069113864,525.6230491712739,17.662441845679243,73.12250924111203,21.564734299516907,89.27800000000002,25105,3684,"JPN",2022,38268.79,2020,47.2,"Asia",1752.71992125546,1068.28179418941,157,257,0.6207729468599034,370097898962.13354
"Mongolia","Country",1637.5,540.3734999999999,500.826,591.127,364,"Country",1637.5,510.1441823678206,454.14978589369593,565.4760042065466,40.14950065050016,146.14418236782058,48.45425824175822,176.37349999999992,195,3613,"MNG",2022,13442.906,2020,26.4,"Asia",11124.0686649357,6796.85626100602,318,46,0.12637362637362637,1560401068757.4067
"Guatemala","Country",9996.5,513.903,479.148,562.265,382,"Country",9996.5,490.81376953828,442.25565172801305,539.7464055463226,28.485279983842936,108.81376953827998,34.52958115183247,131.90300000000002,7266,3987,"GTM",2022,7969.431,2020,0.4,"North America",3284.95000115888,1271.0407749889,111,271,0.7094240837696335,108480599610.9926
"Venezuela","Country",5474,528.672,497.10699999999997,568.7775,383,"Country",5474,500.25986553764204,448.7654095141542,552.2571460713912,30.61615288189088,117.25986553764204,38.03446475195824,145.67200000000003,2811,4662,"VEN",2022,5267.1753,2020,14.9,"South America",48179.0653822231,10504.1852500107,166,217,0.566579634464752,914323862659.5905
"Palestine","Country",1540,550.5495000000001,507.7595,608.019,357,"Country",1540,517.461448079286,454.00496716648746,581.5793405699357,44.94718433593445,160.46144807928601,54.21554621848741,193.54950000000008,89,1412,"PSE",2022,4775.202,NA,NA,NA,2117.13366508686,1858.22904312805,349,31,0.08157894736842106,6333389577.645685
"Liechtenstein","Country",3518.5,549.7175,515.054,593.3399999999999,406,"Country",3518.5,524.047266517259,473.5476653435916,573.9257251228246,29.075681408191876,118.047266517259,35.39839901477833,143.71749999999997,1844,1708,NA,NA,NA,NA,NA,"Europe",3356.8937518491002,3356.8937518491002,209,197,0.4852216748768473,137967736.43482196
"Kenya","Country",6670,575.5889999999999,532.898,627.386,402,"Country",6670,545.8709367668577,488.8138701860624,601.7154715379056,35.788790240511844,143.87093676685765,43.18134328358207,173.58899999999994,1132,4807,"KEN",2022,3403.9238,2020,8.4,"Africa",8636.55943964369,5072.55455274581,272,130,0.32338308457711445,594836246672.9291
"Chile","Country",76239.5,572.262,552.4635000000001,598.842,502,"Country",76239.5,558.5124649533499,524.7364719767194,592.989233070226,11.257463138117508,56.51246495334988,13.996414342629482,70.26199999999994,73861,6694,"CHL",2022,22740.72,2020,17.3,"South America",25367.4358202621,6207.13451248219,96,406,0.8087649402390438,737449758716.8772
"Namibia","Country",8384.5,591.5219999999999,548.346,651.9014999999999,419,"Country",8384.5,563.7536141800771,506.3739102240113,617.9491120595981,34.547401952285696,144.75361418007708,41.17470167064437,172.52199999999993,5875,2599,"NAM",2022,7979.328,2020,1.3,"Africa",11175.9113853783,7182.239196827,134,285,0.6801909307875895,824657570638.0144
"Kyrgyzstan","Country",6873.5,649.1315,597.3955000000001,715.37,430,"Country",6873.5,614.6903489690758,548.5613627199061,680.8944862961353,42.9512439462967,184.69034896907579,50.96081395348837,219.13149999999996,1566,6372,"KGZ",2022,5304.841,2020,21.7,"Asia",6820.22324463598,4864.86430478725,302,128,0.29767441860465116,198651020839.3365
"Tanzania","Country",8506.5,653.4205,593.7935,737.015,416,"Country",8506.5,622.9244761401038,549.5397644543691,695.7034713970595,49.74146061060188,206.92447614010382,57.07223557692307,237.42049999999995,1451,5779,"TZA",2022,3057.3286,2020,0.9,"Africa",8389.53760278585,4910.74610707901,288,128,0.3076923076923077,945786856422.5544
"Poland","Country",161577.5,666.0095,633.9449999999999,708.129,517,"Country",161577.5,637.1348856125834,588.0493395579895,686.9900679271614,23.23692178193102,120.13488561258339,28.82195357833657,149.0095,155641,2160,"POL",2022,32468.402,2020,24.9,"Europe",3099.30431308834,2405.14444023972,247,270,0.5222437137330754,312551900560.26843
"Syria","Country",3371,731.6535,684.278,791.3295,486,"Country",3371,686.2202329975024,620.217511060164,753.3975665080363,41.19757880607047,200.22023299750242,50.54598765432099,245.6535,117,2735,"SYR",2022,2494.7612,2020,4.3,"Asia",3808.12438655796,3000.57283175056,468,18,0.037037037037037035,185971456936.9813
"Georgia","Country",2761.5,711.0055,659.5675,775.048,465,"Country",2761.5,666.7721759742527,600.3379047982041,734.7388499241375,43.391865800914566,201.77217597425272,52.90440860215053,246.00549999999998,309,4770,"GEO",2022,14360.359,NA,NA,"Asia",3810.96078913168,3129.21179070647,403,62,0.13333333333333333,69304808475.23112
"Panama","Country",9316.5,667.0450000000001,623.4555,722.5605,480,"Country",9316.5,634.2751027307555,574.5894569031229,694.4795959020186,32.140646402240726,154.27510273075552,38.96770833333334,187.04500000000007,6126,3280,"PAN",2022,23557.02,2020,27.7,"North America",9689.41248554892,4302.61238726991,165,315,0.65625,74244971190.17268
"Egypt","Country",6201,705.739,661.2135000000001,764.8734999999999,490,"Country",6201,666.1614689103806,602.3254033769165,728.9391554139538,35.95132018579194,176.16146891038056,44.02836734693878,215.73900000000003,1709,2626,"EGY",2022,13205.406,2020,15,"Africa",18543.9595584097,9989.71567294392,346,144,0.2938775510204082,1003591766413.1292
"Zimbabwe","Country",3747.5,679.394,632.1279999999999,741.1355000000001,475,"Country",3747.5,651.7119053585541,588.4256385191841,712.587761635997,37.20250639127454,176.71190535855408,43.0303157894737,204.394,1758,2304,"ZWE",2022,1703.5294,2020,0.7,"Africa",4130.04751114045,3227.51322466219,195,280,0.5894736842105263,390184020012.9797
"Indonesia","Country",10972,708.0625,660.019,771.063,482,"Country",10972,667.7430343014046,603.3855463302605,732.4510486384122,38.53589923265655,185.74303430140458,46.90093360995851,226.0625,2041,5011,"IDN",2022,12801.671,2020,8.1,"Asia",22787.3227213065,8979.83325012111,368,114,0.23651452282157676,1872165980690.7295
"Switzerland","Country",420204,687.3115,672.3399999999999,712.556,650,"Country",420204,680.4199276595403,654.106013989497,707.9799542222815,4.679988870698515,30.41992765954035,5.740230769230781,37.311500000000024,419106,3971,"CHE",2022,63323.254,2020,33,"Europe",3099.66585468757,2481.95942097317,49,601,0.9246153846153846,41207118628.529366
"Jordan","Country",800.5,728.8345,674.6085,797.51,411,"Country",800.5,675.6680169980481,599.21282413789,751.8688488647192,64.39611119173918,264.6680169980481,77.33199513381996,317.83450000000005,42,2110,"JOR",2022,9151.479,2020,19.1,"Asia",4802.25186474753,3633.73805287768,390,21,0.051094890510948905,88860166916.04634
"Costa Rica","Country",68325,701.463,669.2850000000001,745.9325,588,"Country",68325,684.0254412387314,637.9647617915246,728.5916961519165,16.33085735352575,96.02544123873145,19.29642857142857,113.46299999999997,65023,3680,"CRI",2022,15496.82,2020,19.5,"North America",3655.32889075348,1487.2968320743,139,449,0.7636054421768708,51512974913.504974
"Germany","Country",248655,735.509,704.528,780.346,639,"Country",248655,717.7653088518449,675.6485678045209,756.4991345261833,12.326339413434262,78.7653088518449,15.103129890453836,96.50900000000001,246726,2890,"DEU",2022,46647.793,2020,30.4,"Europe",3452.26534467925,2679.36692978424,82,557,0.8716744913928013,356166925621.7106
"Paraguay","Country",6890.5,771.966,721.6904999999999,835.7215,533,"Country",6890.5,730.5126259313923,665.5225497060662,790.7607313977234,37.05677784829125,197.51262593139234,44.83414634146341,238.966,2000,683,"PRY",2022,8762.771,2020,10.8,"South America",8317.71120022998,5705.10218535647,334,199,0.37335834896810505,400906601699.0997
"Ecuador","Country",16556.5,777.2645,730.629,837.6605,566,"Country",16556.5,744.5680390250378,682.020628781391,808.4263553043037,31.54912350265686,178.56803902503782,37.32588339222615,211.2645,10557,6053,"ECU",2022,10124.076,2020,10.7,"South America",16837.6714624132,8662.51373125857,248,318,0.5618374558303887,255667701955.35532
"Czechia","Country",11449,782.2165,750.98,821.7465,609,"Country",11449,749.2553037523917,696.2730784393437,803.2185139907003,23.030427545548715,140.25530375239168,28.442775041050904,173.2165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78482292103.79315
"Armenia","Country",3018.5,850.883,786.892,935.931,536,"Country",3018.5,807.478137027438,725.2812857549955,886.817864080295,50.64890616183546,271.47813702743804,58.74682835820897,314.88300000000004,367,3399,"ARM",2022,13837.577,2020,29.5,"Asia",3400.9012760088,2828.08654714233,422,114,0.2126865671641791,29557619266.09889
"Chad","Country",88472,796.4535000000001,769.5,830.726,679,"Country",88472,773.4632128154315,730.4248451376324,816.0892354968473,13.912107925689465,94.46321281543146,17.298011782032408,117.45350000000008,87388,3171,"TCD",2022,1393.5635,NA,NA,"Africa",25429.7463288417,10386.6312012162,44,635,0.93519882179676,1271010238208.197
"Lebanon","Country",5595.5,850.6800000000001,796.8715,917.4375,570,"Country",5595.5,801.0271807880265,730.199458848965,870.1787110434011,40.53108434877657,231.0271807880265,49.24210526315791,280.68000000000006,239,2998,"LBN",2022,10341.159,NA,NA,"Asia",1025.45232601948,535.081821212513,522,48,0.08421052631578947,10012072948.410076
"Uzbekistan","Country",2359.5,894.4965,835.7515,964.066,565,"Country",2359.5,835.9761217915308,755.5682201541351,914.1532009007149,47.960375538324044,270.9761217915308,58.3179646017699,329.49649999999997,113,4252,"UZB",2022,12559.401,NA,NA,"Asia",8796.64584788834,4972.5944005607,528,37,0.06548672566371681,447367449867.72723
"Serbia","Country",13562,913.704,851.864,993.3820000000001,594,"Country",13562,859.8033753887678,779.9720704410938,941.7392355343975,44.74804299474204,265.8033753887678,53.822222222222216,319.70399999999995,655,1985,"SRB",2022,17097.686,2020,20.6,"Europe",2840.01118848031,2302.1998556556,522,72,0.12121212121212122,77489783777.62912
"Tajikistan","Country",2837,921.629,857.0055,1003.2335,578,"Country",2837,865.0780847234544,786.9833721498521,944.6458885022721,49.667488706479986,287.07808472345437,59.45138408304498,343.629,43,6886,"TJK",2022,5507.5454,2020,4.7,"Asia",8140.94103414496,5810.9066585138,567,11,0.01903114186851211,142293046073.011
"Slovenia","Country",7552,939.925,874.028,1021.3075,594,"Country",7552,880.0412648861786,796.7071308114085,964.7262426235036,48.155095098683276,286.0412648861786,58.23653198653198,345.92499999999995,424,2548,"SVN",2022,32673.762,2020,24.5,"Europe",3960.6771162052,3076.36012504685,515,79,0.132996632996633,20194325076.040253
"Austria","Country",42477.5,934.8695,890.3895,995.8415,735,"Country",42477.5,899.962555831713,842.2239489832377,958.164620993266,22.443885147171837,164.96255583171296,27.193129251700675,199.86950000000002,37066,3426,"AUT",2022,43792.855,2020,15.9,"Europe",3758.86269596739,2926.52321861476,214,521,0.708843537414966,83911115567.32303
"Azerbaijan","Country",1495.5,990.6945000000001,925.1855,1067.0155,583,"Country",1495.5,917.3715262394953,831.421370593389,1004.255493443811,57.353606559090096,334.3715262394953,69.93044596912523,407.69450000000006,76,4215,"AZE",2022,17682.94,NA,NA,"Asia",3590.46794624498,2763.64386547063,539,44,0.07547169811320754,86403453142.72905
"Slovakia","Country",9804,993.6405,922.685,1081.9625,641,"Country",9804,938.060708365844,852.1315258629262,1022.2577457614047,46.34332423804119,297.060708365844,55.01411856474259,352.6405,750,2302,"SVK",2022,27519.287,2020,23.4,"Europe",3209.06362318874,2554.20187848018,565,76,0.11856474258970359,48338416781.39595
