"name","observedRichness","continent","est","lower","upper","increasePercent","increase","statistic","Chao_increase","colourBar"
"Slovakia",641,"Europe",993.6405,281.68499999999995,440.9625000000001,55.01411856474259,352.6405,"iChao",352.6405,-15
"Bolivia",696,"South America",1029.7635,265.494,416.4169999999999,47.95452586206896,333.7635,"iChao",333.7635,-15
"Hungary",727,"Europe",1060.748,278.49699999999996,398.8885,45.90756533700138,333.74800000000005,"iChao",333.74800000000005,-15
"Turkmenistan",601,"Asia",1089.9525,421.26149999999996,569.9224999999999,81.35648918469217,488.9524999999999,"iChao",488.9524999999999,-15
"Croatia",733,"Europe",1077.4515,283.22,416.4079999999999,46.99201909959074,344.4515000000001,"iChao",344.4515000000001,-15
"Tunisia",686,"Africa",1070.5365000000002,322.533,460.63249999999994,56.05488338192421,384.53650000000016,"iChao",384.53650000000016,-15
"India",792,"Asia",1125.78,274.2125000000001,407.923,42.14393939393939,333.78,"iChao",333.78,-15
"Romania",728,"Europe",1093.645,304.7735,441.96299999999997,50.225961538461526,365.645,"iChao",365.645,-15
"Colombia",814,"South America",1080.5695,212.40650000000005,329.8115,32.74809582309584,266.56950000000006,"iChao",266.56950000000006,-15
"Portugal",763,"Europe",1104.4,288.50750000000016,409.04600000000005,44.74442988204457,341.4000000000001,"iChao",341.4000000000001,-15
"Bulgaria",749,"Europe",1150.2379999999998,328.9749999999999,488.48,53.569826435246966,401.23799999999983,"iChao",401.23799999999983,-15
"Ukraine",827,"Europe",1113.8745,240.394,341.2660000000001,34.68857315598548,286.8744999999999,"iChao",286.8744999999999,-15
"DRC",769,"Africa",1163.5915,323.38149999999996,477.78999999999996,51.31228868660598,394.5915,"iChao",394.5915,-15
"Canada",920,"North America",1170.019,199.34400000000005,313.0284999999999,27.17597826086957,250.019,"iChao",250.019,-15
"France",1003,"Europe",1177.171,132.33050000000003,230.9559999999999,17.365004985044873,174.17100000000005,"iChao",174.17100000000005,-15
