"name","observedRichness","continent","est","lower","upper","increasePercent","increase","statistic","Chao_increase","colourBar"
"Anguilla",24,"North America",36.33108108108108,0.1,40.21810983065461,51.3795045045045,12.33108108108108,"iNEXT",14.2115,-15
"Eswatini",24,"Africa",39.02678157284419,0.1,52.013069404448856,62.61158988685081,15.026781572844191,"iNEXT",17.018,-15
"Fiji",33,"Oceania",39.39501226600446,0.1,26.423831350905267,19.37882504849835,6.395012266004457,"iNEXT",7.770000000000003,-15
"Bangladesh",27,"Asia",40.86704787749564,0.1,44.78236067235956,51.35943658331716,13.867047877495636,"iNEXT",15.957999999999998,-15
"New Zealand",46,"Oceania",48.24983220225222,0.1,10.69857518430944,4.890939570113528,2.2498322022522217,"iNEXT",2.5619999999999976,-15
"Saint Lucia",32,"North America",57.302285327924274,0.1,70.59891922102628,79.06964164976335,25.30228532792427,"iNEXT",30.3365,-15
"Dominica",34,"North America",62.05694570022102,0.1,75.6996278240425,82.52042853006184,28.05694570022102,"iNEXT",30.929500000000004,-15
"Bahamas",48,"North America",62.73483304400385,0.1,43.049678581705194,30.697568841674695,14.73483304400385,"iNEXT",17.596000000000004,-15
"Gambia",53,"Africa",77.66318189640337,0.1,58.47768093273618,46.534305464912016,24.663181896403373,"iNEXT",27.967,-15
"SV & Grenadines",48,"North America",70.750383405523,0.1,60.21528281039096,47.396632094839575,22.750383405522996,"iNEXT",26.9405,-15
"Rwanda",51,"Africa",75.47729338996945,0.1,57.11115669658962,47.99469292150871,24.477293389969446,"iNEXT",28.442000000000007,-15
"Brunei Darussalam",49,"Asia",81.83322985651213,0.1,74.28636376979335,67.00659154390232,32.83322985651213,"iNEXT",37.4315,-15
"Andorra",55,"Europe",75.80627269060105,0.1,45.72877650552064,37.829586710183726,20.806272690601048,"iNEXT",25.23150000000001,-15
"Bhutan",60,"Asia",82.34375362860385,0.1,52.38615027503252,37.239589381006425,22.34375362860385,"iNEXT",26.069000000000003,-15
"Haiti",50,"North America",78.49407213095535,0.1,63.02885444869564,56.9881442619107,28.494072130955345,"iNEXT",34.9735,-15
"Isle of Man",66,"Europe",74.16393487028782,0.1,23.496910416765417,12.369598288314876,8.163934870287818,"iNEXT",9.021,-15
"Jamaica",53,"North America",81.42987448170375,0.1,71.10665268011763,53.64127260698821,28.42987448170375,"iNEXT",33.13849999999999,-15
"Puerto Rico",71,"North America",88.99351172733252,0.1,43.8210054878691,25.342974263848618,17.993511727332518,"iNEXT",20.12100000000001,-15
"Solomon Islands",46,"Oceania",101.00217757405426,0.1,144.0828727734098,119.56995124794403,55.00217757405426,"iNEXT",61.757000000000005,-15
"Burkina Faso",69,"Africa",86.99951662279909,0.1,49.57936033686414,26.086255975071147,17.999516622799092,"iNEXT",20.001499999999993,-15
"Dominican Republic",71,"North America",87.31781593159316,0.1,39.607292297067644,22.982839340272054,16.31781593159316,"iNEXT",19.408500000000004,-15
"Greenland",61,"North America",93.20449651041584,0.1,67.89037262847108,52.79425657445223,32.20449651041585,"iNEXT",35.58850000000001,-15
"Cambodia",70,"Asia",94.44248546315076,0.1,55.77042190803196,34.91783637592967,24.442485463150778,"iNEXT",29.3985,-15
"Niger",59,"Africa",101.72,3.770137830762323,81.86300474370233,72.40677966101694,42.72,"iNEXT",42.72,-15
"CAR",89,"Africa",117.27722403540182,2.1181324814355946,55.52733626221391,31.772161837530135,28.277224035401815,"iNEXT",34.170500000000004,-15
"New Caledonia",88,"Oceania",112.37167666646464,0.1,52.79732516682702,27.695087120982564,24.37167666646465,"iNEXT",29.55850000000001,-15
"Mali",61,"Africa",106.8407894736842,3.7721379987734167,91.38408448079903,75.148835202761,45.84078947368421,"iNEXT",45.840999999999994,-15
"Ireland",110,"Europe",123.49962689629814,0.1,43.48212120243471,12.272388087543762,13.49962689629814,"iNEXT",16,-15
"Yemen",91,"Asia",131.0522198942811,8.436906245717282,71.5802464693983,44.01342845525396,40.05221989428111,"iNEXT",47.3425,-15
"Malta",99,"Europe",132.95047715100253,3.361021676632646,63.80778049972025,34.293411263638916,33.95047715100253,"iNEXT",40.60300000000001,-15
"Togo",75,"Africa",143.70535714285717,14.111176423946944,117.83451671292059,91.60714285714288,68.70535714285717,"iNEXT",68.70500000000001,-15
"Sierra Leone",87,"Africa",139.76794108851675,13.251895702495105,93.5890514935258,60.65280584886983,52.76794108851675,"iNEXT",64.3485,-15
"Uruguay",87,"South America",145.2888267985419,8.934000400287559,107.1712386631512,66.99865149257688,58.28882679854189,"iNEXT",70.73349999999999,-15
"Somalia",75,"Africa",134.4640186915888,14.346717182963474,101.88822799752688,79.28535825545173,59.46401869158879,"iNEXT",59.464,-15
"Hong Kong",42,"Asia",62.24181156490093,0.1,58.306910378297616,48.194789440240314,20.241811564900928,"iNEXT",20.964,-15
"Ghana",101,"Africa",142.48771879686308,8.828362377586487,73.38409538318467,41.07694930382484,41.48771879686308,"iNEXT",50.322,-15
"Cuba",111,"North America",135.01635724523925,0.1,49.6751195411326,21.636357878593927,24.01635724523925,"iNEXT",28.567499999999995,-15
"UAE",106,"Asia",136.12637892065328,1.4114220080728614,59.41692347855002,28.42111218929555,30.12637892065328,"iNEXT",32.875999999999976,-15
"Oman",111,"Asia",144.39140771945264,4.7208925280583,63.63129182614716,30.08234929680418,33.391407719452644,"iNEXT",39.38550000000001,-15
"Lesotho",114,"Africa",138.98202708625345,0.1,50.982274247760756,21.914058847590745,24.982027086253453,"iNEXT",27.990999999999985,-15
"Singapore",119,"Asia",147.07599612681577,0.4634075087505636,55.767571414841285,23.593274056147703,28.075996126815767,"iNEXT",33.454999999999984,-15
"Iraq",107,"Asia",157.49581010687822,16.134544711591317,87.72718439287061,47.19234589427872,50.495810106878224,"iNEXT",62.46350000000001,-15
"Guernsey",112,"Europe",158.45584286621016,11.007901855958835,81.51916945703425,41.47843113054479,46.45584286621016,"iNEXT",55.212500000000006,-15
"Saudi Arabia",122,"Asia",160.30633840362668,7.561106081565214,69.91718828512381,31.398638035759575,38.30633840362668,"iNEXT",45.99350000000001,-15
"Moldova",114,"Europe",182.82093972204265,26.62443597602146,110.45542444293929,60.369245370212845,68.82093972204265,"iNEXT",83.20349999999999,-15
"Cyprus",142,"Europe",152.07259352777493,0.1,27.547568816413076,7.093375723785167,10.072593527774927,"iNEXT",12.590000000000003,-15
"Burundi",87,"Africa",168.94256756756755,26.093112062480003,135.23510574237295,94.18685927306616,81.94256756756755,"iNEXT",81.94300000000001,-15
"Lao",118,"Asia",166.11326513213982,12.273143650055488,83.80323608418485,40.77395350181341,48.113265132139816,"iNEXT",57.82600000000002,-15
"Rep. Congo",119,"Africa",175.50960610589905,17.238301657874814,98.67790237758345,47.487063954537014,56.50960610589905,"iNEXT",68.20600000000002,-15
"Vietnam",118,"Asia",172.74284551859532,15.404939481389675,93.75285722323375,46.39224196491129,54.74284551859532,"iNEXT",66.46300000000002,-15
"Trinidad and Tobago",126,"North America",171.61069477703796,8.314829006681578,82.8415522612855,36.19896410876029,45.61069477703796,"iNEXT",55.795000000000016,-15
"Liberia",110,"Africa",190.89548545966227,31.691362760189378,131.3104735556609,73.5413504178748,80.89548545966227,"iNEXT",98.393,-15
"Jersey",120,"Europe",180.04830595676788,18.051436106574272,100.86874741929711,50.04025496397324,60.04830595676788,"iNEXT",69.44749999999999,-15
"Sri Lanka",142,"Asia",197.11325984962735,13.775887018879644,95.67197561033777,38.812154823681254,55.11325984962738,"iNEXT",64.73949999999999,-15
"Suriname",148,"South America",199.97956983165665,15.640883742131706,88.56611870460321,35.12133096733556,51.97956983165665,"iNEXT",64.482,-15
"Belize",163,"North America",198.73404374585124,6.011553307039719,65.296248276368,21.922726224448617,35.73404374585124,"iNEXT",43.62700000000001,-15
"Senegal",143,"Africa",220.02475061483895,33.210359424166455,122.32284529017483,53.86346196841887,77.02475061483898,"iNEXT",90.841,-15
"Botswana",154,"Africa",207.95277869162464,18.22039729755693,89.14397412588977,35.034271877678314,53.952778691624616,"iNEXT",65.61599999999999,-15
"Nicaragua",180,"North America",224.0117752791887,12.519472973351753,74.94815567213689,24.450986266215935,44.0117752791887,"iNEXT",54.93899999999999,-15
"Gabon",175,"Africa",229.21161191313576,19.082281040800012,89.73636782449296,30.97806395036329,54.211611913135755,"iNEXT",65.2825,-15
"Benin",47,"Africa",255.68622329528827,0.1,536.2287287071858,444.0132410538048,208.68622329528827,"iNEXT",221.355,-15
"Nigeria",185,"Africa",248.989843024032,25.105980124473717,101.3269783673332,34.589104337314595,63.989843024031984,"iNEXT",76.875,-15
"Taiwan",176,"Asia",243.62049239504043,24.552182970152586,110.83322553644518,38.42073431536388,67.62049239504043,"iNEXT",77.589,-15
"Sudan",154,"Africa",268.8544188364863,57.60537097309475,171.0587690728933,74.58079145226381,114.85441883648627,"iNEXT",136.14700000000005,-15
"Nepal",190,"Asia",264.46072797452706,31.391089312924066,116.98451780944902,39.189856828698446,74.46072797452706,"iNEXT",91.38599999999995,-15
"Finland",263,"Europe",275.89278678081155,0.1,33.96934580936875,4.9022002968865275,12.892786780811548,"iNEXT",15,-15
"Republic of Korea",226,"Asia",286.0666249945924,23.510619562076926,96.06959661389328,26.57815265247452,60.066624994592416,"iNEXT",71.70000000000005,-15
"Madagascar",226,"Africa",286.25131672981036,24.770904131399732,96.31280023547407,26.65987465920811,60.251316729810355,"iNEXT",74.64550000000003,-15
"Norway",251,"Europe",289.4238271163823,0.1,78.8169585406659,15.308297655929204,38.42382711638231,"iNEXT",40.5,-15
"United Kingdom",263,"Europe",291.53328307702736,0.1,68.5772989370389,10.849157063508509,28.533283077027363,"iNEXT",32.019499999999994,-15
"French Guiana",208,"South America",293.75977424749163,41.514611375003994,130.554814335883,41.230660695909435,85.75977424749163,"iNEXT",102.6565,-15
"Estonia",299,"Europe",307.84238978324294,0.1,24.16030888817238,2.95732099774011,8.842389783242936,"iNEXT",11.009999999999993,-15
"Montenegro",205,"Europe",318.83783677368865,58.68795351263333,166.7413115919968,55.53065208472616,113.83783677368864,"iNEXT",133.48900000000003,-15
"Ethiopia",220,"Africa",324.69772908635,50.802392514732105,158.4216523622262,47.58987685743183,104.69772908635002,"iNEXT",124.26599999999996,-15
"Sweden",309,"Europe",318.73971612138666,0.1,30.537315696250175,3.152011689769152,9.739716121386664,"iNEXT",10.527500000000032,-15
"Myanmar",215,"Asia",326.1877237731698,58.52641901789514,162.83047840749572,51.715220359613866,111.1877237731698,"iNEXT",132.613,-15
"Zambia",227,"Africa",323.8226996344366,49.6218630312145,145.82882327758944,42.65317164512625,96.82269963443662,"iNEXT",117.14499999999998,-15
"Angola",188,"Africa",331.45895736034777,72.43110967761606,213.7350200654613,76.30795604273817,143.45895736034777,"iNEXT",170.99149999999997,-15
"Mozambique",219,"Africa",327.3873870096095,57.16688974807147,161.7095688561884,49.491957538634466,108.38738700960948,"iNEXT",130.4015,-15
"Macedonia",31,"Europe",102.438202247191,0.1,159.23366813225044,230.44581370061616,71.43820224719101,"iNEXT",89.438,-15
"Denmark",298,"Europe",340.2013796205332,13.116415466316596,70.9604229109002,14.16153678541383,42.2013796205332,"iNEXT",51.400499999999965,-15
"Albania",249,"Europe",347.3084185914155,50.01589093819848,147.09910524925954,39.48129260699418,98.30841859141547,"iNEXT",117.78949999999998,-15
"Papua New Guinea",254,"Oceania",368.5425214912124,62.542330548963946,166.3438528129492,45.09548090205211,114.54252149121236,"iNEXT",134.3075,-15
"Uganda",235,"Africa",341.55910247643044,58.325115529224604,156.32034079340877,45.3442989261406,106.55910247643044,"iNEXT",129.221,-15
"Malawi",250,"Africa",360.2972602802023,59.86261150782593,161.25067032471998,44.118904112080926,110.2972602802023,"iNEXT",131.6035,-15
"Thailand",285,"Asia",355.251898208257,29.418890216134173,110.51969127198822,24.649788845002465,70.25189820825699,"iNEXT",83.04150000000004,-15
"Honduras",231,"North America",346.8977893719024,58.55800080823951,174.07240048848257,50.17220319129974,115.89778937190238,"iNEXT",138.7505,-15
"Bosnia and Herzegovina",244,"Europe",363.9102696924066,65.82027720538065,176.001687384123,49.14355315262564,119.9102696924066,"iNEXT",145.1205,-15
"Cameroon",261,"Africa",389.1354782877588,69.81606627647295,186.0823350117957,49.09405298381564,128.1354782877588,"iNEXT",152.1775,-15
"Malaysia",294,"Asia",410.25359211657286,64.97113648318407,167.6721673112138,39.54203813488873,116.25359211657286,"iNEXT",141.892,-15
"Luxembourg",353,"Europe",401.3431920401716,16.715562355194606,78.67027363723918,13.694955252173258,48.34319204017163,"iNEXT",58.35450000000003,-15
"Netherlands",386,"Europe",418.1739113061397,5.22426528466201,59.20188964711042,8.335210182937725,32.173911306139644,"iNEXT",39.48750000000001,-15
"Guyana",260,"South America",396.65828482141825,77.2612632079501,192.49985640144502,52.56087877746856,136.65828482141825,"iNEXT",158.78200000000004,-15
"Belarus",333,"Europe",421.08423340227193,45.26629128913112,130.88070999053048,26.45172174242401,88.08423340227193,"iNEXT",109.14200000000004,-15
"Philippines",247,"Asia",415.2972742183158,98.94154821736765,239.87110195119817,68.13654826652463,168.2972742183158,"iNEXT",200.988,-15
"Latvia",297,"Europe",428.01173310364106,76.0182238219445,188.17046805117678,44.111694647690605,131.01173310364106,"iNEXT",159.20050000000003,-15
"Libya",287,"Africa",432.2149434865913,89.5614712831889,201.46862189239602,50.597541284526606,145.21494348659132,"iNEXT",176.5455,-15
"Afghanistan",305,"Asia",442.01391548002863,81.83618780202937,192.83520355428612,44.92259523935365,137.01391548002863,"iNEXT",167.925,-15
"Belgium",423,"Europe",454.9999244202546,4.359569821788796,58.87806662207254,7.564993952778876,31.999924420254615,"iNEXT",39.78499999999997,-15
"Pakistan",354,"Asia",465.23307617845273,61.81320413338142,160.22263453426024,31.421772931766313,111.23307617845272,"iNEXT",136.39,-15
"Lithuania",334,"Europe",478.1683278941939,84.67600831047895,204.0283279541402,43.16417002820177,144.1683278941939,"iNEXT",177.2305,-15
"Japan",414,"Asia",487.122509241112,32.81008069113864,111.62304917127392,17.662441845679243,73.12250924111203,"iNEXT",89.27800000000002,-15
"Mongolia",364,"Asia",510.1441823678206,90.14978589369593,201.47600420654658,40.14950065050016,146.14418236782058,"iNEXT",176.37349999999992,-15
"Guatemala",382,"North America",490.81376953828,60.25565172801305,157.74640554632265,28.485279983842936,108.81376953827998,"iNEXT",131.90300000000002,-15
"Venezuela",383,"South America",500.2598655376421,65.76540951415421,169.25714607139116,30.61615288189088,117.25986553764204,"iNEXT",145.67200000000005,-15
"Palestine",357,"Asia",517.461448079286,97.00496716648746,224.57934056993565,44.94718433593445,160.461448079286,"iNEXT",193.54950000000008,-15
"Liechtenstein",406,"Europe",524.047266517259,67.54766534359158,167.9257251228246,29.075681408191876,118.047266517259,"iNEXT",143.71749999999997,-15
"Kenya",402,"Africa",545.8709367668577,86.81387018606239,199.71547153790561,35.788790240511844,143.87093676685765,"iNEXT",173.58899999999994,-15
"Chile",502,"South America",558.5124649533499,22.736471976719372,90.98923307022596,11.257463138117508,56.51246495334988,"iNEXT",70.26199999999994,-15
"Namibia",419,"Africa",563.7536141800771,87.3739102240113,198.94911205959806,34.547401952285696,144.75361418007708,"iNEXT",172.5219999999999,-15
"Kyrgyzstan",430,"Asia",614.6903489690758,118.56136271990613,250.89448629613526,42.9512439462967,184.6903489690758,"iNEXT",219.13149999999996,-15
"Tanzania",416,"Africa",622.9244761401038,133.5397644543691,279.7034713970595,49.74146061060188,206.92447614010385,"iNEXT",237.42049999999995,-15
"Poland",517,"Europe",637.1348856125834,71.04933955798947,169.99006792716136,23.23692178193102,120.1348856125834,"iNEXT",149.0095,-15
"Syria",486,"Asia",686.2202329975024,134.21751106016404,267.39756650803633,41.19757880607047,200.2202329975024,"iNEXT",245.6535,-15
"Georgia",465,"Asia",666.7721759742527,135.33790479820414,269.7388499241375,43.391865800914566,201.77217597425272,"iNEXT",246.0055,-15
"Panama",480,"North America",634.2751027307555,94.58945690312294,214.47959590201856,32.140646402240726,154.27510273075552,"iNEXT",187.04500000000007,-15
"Egypt",490,"Africa",666.1614689103806,112.32540337691648,238.9391554139538,35.95132018579194,176.16146891038056,"iNEXT",215.73900000000003,-15
"Zimbabwe",475,"Africa",651.7119053585541,113.42563851918408,237.58776163599703,37.20250639127454,176.71190535855408,"iNEXT",204.394,-15
"Indonesia",482,"Asia",667.7430343014046,121.38554633026047,250.4510486384122,38.53589923265655,185.74303430140455,"iNEXT",226.0625,-15
"Switzerland",650,"Europe",680.4199276595403,4.106013989497001,57.97995422228155,4.679988870698515,30.41992765954035,"iNEXT",37.311500000000024,-15
"Jordan",411,"Asia",675.6680169980481,188.21282413789004,340.8688488647192,64.39611119173918,264.6680169980481,"iNEXT",317.83450000000005,-15
"Costa Rica",588,"North America",684.0254412387314,49.96476179152455,140.5916961519165,16.33085735352575,96.02544123873145,"iNEXT",113.46299999999997,-15
"Germany",639,"Europe",717.7653088518449,36.648567804520894,117.4991345261833,12.326339413434262,78.7653088518449,"iNEXT",96.509,-15
"Paraguay",533,"South America",730.5126259313923,132.52254970606623,257.76073139772336,37.05677784829125,197.5126259313923,"iNEXT",238.966,-15
"Ecuador",566,"South America",744.5680390250378,116.020628781391,242.42635530430368,31.54912350265686,178.56803902503782,"iNEXT",211.2645,-15
"Czechia",609,"Europe",749.2553037523917,87.27307843934375,194.21851399070033,23.030427545548715,140.25530375239168,"iNEXT",173.2165,-15
"Armenia",536,"Asia",807.478137027438,189.28128575499545,350.81786408029495,50.64890616183546,271.47813702743804,"iNEXT",314.88300000000004,-15
"Chad",679,"Africa",773.4632128154315,51.42484513763236,137.08923549684732,13.912107925689464,94.46321281543146,"iNEXT",117.45350000000008,-15
"Lebanon",570,"Asia",801.0271807880265,160.19945884896504,300.1787110434011,40.53108434877657,231.0271807880265,"iNEXT",280.68000000000006,-15
"Uzbekistan",565,"Asia",835.9761217915308,190.56822015413513,349.15320090071475,47.96037553832405,270.9761217915308,"iNEXT",329.49649999999997,-15
"Serbia",594,"Europe",859.8033753887678,185.97207044109382,347.7392355343976,44.74804299474204,265.8033753887678,"iNEXT",319.70399999999995,-15
"Tajikistan",578,"Asia",865.0780847234544,208.98337214985213,366.645888502272,49.667488706479986,287.07808472345437,"iNEXT",343.629,-15
"Slovenia",594,"Europe",880.0412648861786,202.70713081140855,370.7262426235036,48.15509509868328,286.0412648861786,"iNEXT",345.92499999999995,-15
"Austria",735,"Europe",899.962555831713,107.22394898323773,223.164620993266,22.443885147171837,164.96255583171296,"iNEXT",199.8695,-15
"Azerbaijan",583,"Asia",917.3715262394952,248.42137059338904,421.255493443811,57.353606559090096,334.3715262394953,"iNEXT",407.69450000000006,-15
"Slovakia",641,"Europe",938.060708365844,211.1315258629262,381.25774576140475,46.34332423804119,297.060708365844,"iNEXT",352.6405,-15
"Bolivia",696,"South America",974.3209172553904,198.37513177232086,357.56872486647376,39.988637536694014,278.3209172553903,"iNEXT",333.7635,-15
"Hungary",727,"Europe",997.7916580521874,195.50321391625323,352.2854678629485,37.247820915018906,270.79165805218736,"iNEXT",333.74800000000005,-15
"Turkmenistan",601,"Asia",1005.349303919633,306.30395495457685,505.21551717943294,67.2794182894564,404.34930391963303,"iNEXT",488.9524999999999,-15
"Croatia",733,"Europe",1014.987119864639,202.04082543200877,362.1548522754051,38.47027556134229,281.987119864639,"iNEXT",344.4515000000001,-15
"Tunisia",686,"Africa",1002.5638642210606,234.41035521871436,398.5928085709486,46.1463358922829,316.5638642210606,"iNEXT",384.53650000000016,-15
"India",792,"Asia",1066.896015406231,196.40668051191722,351.61779803175295,34.70909285432211,274.8960154062311,"iNEXT",333.78,-15
"Romania",728,"Europe",1029.9101778775366,220.01495407015523,385.5333837493515,41.47117827988141,301.9101778775366,"iNEXT",365.645,-15
"Colombia",814,"South America",1033.2560487699357,152.95661494917636,288.3097039971699,26.935632527019116,219.2560487699357,"iNEXT",266.56950000000006,-15
"Portugal",763,"Europe",1040.439727695601,198.25023826362678,353.6979416074762,36.36169432445624,277.43972769560105,"iNEXT",341.4000000000001,-15
"Bulgaria",749,"Europe",1082.5497764962531,243.34861630791318,420.2674512798185,44.532680440087226,333.54977649625334,"iNEXT",401.23799999999983,-15
"Ukraine",827,"Europe",1058.0793838832888,163.80234197592802,296.8846421706494,27.941884387338423,231.07938388328876,"iNEXT",286.8744999999999,-15
"DRC",769,"Africa",1098.1302164519134,239.96530240487778,417.5789119959361,42.799768069169495,329.1302164519134,"iNEXT",394.5915,-15
"Canada",920,"North America",1127.3273605178229,141.38825471505515,273.37427537478425,22.535582664980748,207.32736051782285,"iNEXT",250.019,-15
"France",1003,"Europe",1147.2285848310544,91.41368396924281,196.50557238202782,14.379719325130049,144.22858483105438,"iNEXT",174.17100000000005,-15
"Kazakhstan",826,"Asia",1228.8084677303518,306.63378097522536,503.2100289544974,48.76615832086584,402.8084677303518,"iNEXT",482.0445,-15
"Peru",859,"South America",1218.171016313082,264.4127715494558,451.71084777275155,41.812691072535735,359.17101631308196,"iNEXT",429.4849999999999,-15
"Italy",1045,"Europe",1254.4491108165207,146.2185385106509,274.32238879679016,20.04297711162877,209.44911081652072,"iNEXT",260.4375,-15
"Algeria",858,"Africa",1265.3798394292658,314.4023900428824,504.0058915134648,47.480167765648694,407.37983942926576,"iNEXT",492.3755000000001,-15
"Morocco",987,"Africa",1368.1051636453371,289.3475360686284,471.0744548482919,38.612478586153706,381.10516364533714,"iNEXT",463.6505,-15
"Spain",1167,"Europe",1463.1470986575996,219.33504248064082,371.8238306087551,25.376786517360728,296.1470986575996,"iNEXT",359.56600000000003,-15
"Iran",1112,"Asia",1522.5507664815852,319.9807129794665,504.19319173693566,36.9200329569771,410.5507664815853,"iNEXT",499.19799999999987,-15
"South Africa",1240,"Africa",1505.1797521105657,194.00337831323031,337.54068505916075,21.385463879884313,265.17975211056546,"iNEXT",321.0799999999999,-15
"Greece",1191,"Europe",1555.770886451663,277.4443394223904,450.5296038687188,30.62727845941755,364.77088645166305,"iNEXT",446.0764999999999,-15
"Israel",1064,"Asia",1521.9159121871085,359.8476236010597,559.9191596389182,43.03720979202148,457.91591218710846,"iNEXT",553.0100000000002,-15
"Argentina",1277,"South America",1620.6053906682032,258.7715450779317,429.1121830293905,26.9072349779329,343.6053906682032,"iNEXT",412.7824999999998,-15
"Russian Federation",1255,"Europe",1654.3387531155686,307.28681662552276,489.3556821100683,31.81982096538396,399.3387531155686,"iNEXT",488.9414999999999,-15
"Australia",1615,"Oceania",1828.8956963765584,150.83480595599895,278.63618965912156,13.244315565111965,213.89569637655836,"iNEXT",254.932,-15
"China",1367,"Asia",1890.5731373108792,416.8328470583192,631.9876836723352,38.30088787936206,523.5731373108792,"iNEXT",636.6195,-15
"Turkey",1824,"Asia",2522.798975770646,580.8923615517583,824.0808788545564,38.31134735584683,698.7989757706459,"iNEXT",843.4760000000001,-15
"Brazil",2072,"South America",2575.697462076858,402.03670448578487,604.4675627825718,24.309723073207422,503.69746207685785,"iNEXT",620.7204999999999,-15
"Mexico",2265,"North America",2656.262814679787,305.8840761133365,476.2430111150943,17.274296453853722,391.26281467978697,"iNEXT",473.7169999999997,-15
"USA",3703,"North America",4140.720044212665,344.9697903947358,530.5838630043108,11.82068712429558,437.720044212665,"iNEXT",529.2375000000002,-15
